DEM_3_29;GEB_6_4;DEM_2_4;HH_4_4;WHG_4_2;osm_nodes_counter;BEV_INSGESAMT;BEV_JE_QM;FLAECHE_QM;ANTEIL_ARBEITSLOSE;ANTEIL_ARBEITSLOSE_ALTER_15_24;ANTEIL_SIEDLUNG_VERKEHR;EINK_JE_EINW;WHG_6_5;BESIEDLUNGSSCHLUESSEL;REGIONSTYP;revenue_sum1;revenue_sum2;revenue_avg2;revenue_avg1_per_head;revenue_avg2_per_head;revenue_avg1
103.0;188.0;2021.0;1551.0;251.0;233;5265;79;66.29;5.0;11.0;13.8;20016.0;180.0;3;stadt;;;;;;
30.0;40.0;667.0;553.0;96.0;47;1808;446;4.05;5.0;11.0;13.8;20016.0;46.0;2;gem;;;;;;
204.0;424.0;3586.0;3312.0;848.0;175;10531;475;22.15;5.0;11.0;13.8;20016.0;210.0;2;gem;7005550.71;7005550.71;7005550.71;665.23;665.23;7005550.71
83.0;78.0;1120.0;888.0;183.0;117;3336;81;41.16;5.0;11.0;13.8;20016.0;109.0;3;gem;;;;;;
102.0;128.0;1527.0;1303.0;228.0;75;4787;369;12.98;5.0;11.0;13.8;20016.0;94.0;2;gem;;;;;;
193.0;269.0;3271.0;2936.0;729.0;196;10256;332;30.86;5.0;11.0;13.8;20016.0;218.0;2;gem;;;;;;
80.0;104.0;1596.0;1388.0;201.0;169;4987;85;58.9;5.0;11.0;13.8;20016.0;141.0;2;gem;;;;;;
121.0;70.0;1714.0;1343.0;248.0;180;5176;75;69.35;5.0;11.0;13.8;20016.0;145.0;3;stadt;;;;;;
316.0;494.0;5932.0;5478.0;2260.0;292;18163;1300;13.97;5.0;11.0;13.8;20016.0;246.0;1;stadt;9252364.43;9252364.43;9252364.43;509.41;509.41;9252364.43
58.0;39.0;696.0;592.0;81.0;58;2243;196;11.43;5.0;11.0;13.8;20016.0;71.0;2;gem;;;;;;
233.0;395.0;4583.0;3741.0;943.0;439;12847;115;111.95;5.0;11.0;13.8;20016.0;352.0;2;stadt;7676041.45;7676041.45;7676041.45;597.5;597.5;7676041.45
107.0;173.0;2263.0;1902.0;349.0;221;6651;77;86.53;5.0;11.0;13.8;20016.0;188.0;3;stadt;;;;;;
283.0;272.0;4472.0;3555.0;723.0;401;12830;156;82.3;5.1;10.9;12.0;18938.0;309.0;2;stadt;;;;;;
128.0;158.0;2453.0;2149.0;403.0;137;7272;282;25.83;5.1;10.9;12.0;18938.0;123.0;2;gem;4276320.75;4276320.75;4276320.75;588.05;588.05;4276320.75
209.0;223.0;3725.0;2938.0;474.0;256;10631;128;83.28;5.1;10.9;12.0;18938.0;261.0;2;stadt;;;;;;
161.0;146.0;2687.0;2071.0;284.0;84;7623;89;85.82;5.1;10.9;12.0;18938.0;219.0;3;gem;;;;;;
258.0;433.0;5576.0;4340.0;1264.0;298;14427;163;88.78;5.1;10.9;12.0;18938.0;246.0;2;stadt;5450441.06;5450441.06;5450441.06;377.79;377.79;5450441.06
63.0;56.0;1107.0;803.0;140.0;51;3317;54;61.58;5.1;10.9;12.0;18938.0;94.0;3;gem;;;;;;
179.0;245.0;3335.0;2785.0;617.0;123;9107;196;46.5;5.1;10.9;12.0;18938.0;174.0;2;stadt;;;;;;
82.0;143.0;1920.0;1603.0;410.0;112;5257;201;26.18;5.1;10.9;12.0;18938.0;94.0;2;gem;;;;;;
283.0;445.0;5167.0;4030.0;1087.0;169;14263;143;99.99;5.1;10.9;12.0;18938.0;396.0;2;stadt;5759430.37;5759430.37;5759430.37;403.8;403.8;5759430.37
59.0;57.0;866.0;633.0;146.0;45;2520;51;49.77;5.1;10.9;12.0;18938.0;96.0;3;gem;;;;;;
96.0;93.0;1531.0;1238.0;165.0;176;4612;46;100.68;5.1;10.9;12.0;18938.0;155.0;3;gem;;;;;;
34.0;66.0;1020.0;799.0;133.0;101;2873;164;17.51;5.1;10.9;12.0;18938.0;60.0;2;gem;;;;;;
71.0;55.0;1381.0;1089.0;162.0;107;4066;118;34.48;5.1;10.9;12.0;18938.0;110.0;2;gem;;;;;;
235.0;487.0;4846.0;4089.0;1221.0;366;13384;212;63.1;5.1;10.9;12.0;18938.0;313.0;2;stadt;9150230.91;9150230.91;9150230.91;683.67;683.67;9150230.91
70.0;75.0;1235.0;965.0;170.0;142;3641;76;47.94;5.1;10.9;12.0;18938.0;125.0;3;gem;;;;;;
63.0;35.0;1162.0;897.0;159.0;49;3164;82;38.65;5.1;10.9;12.0;18938.0;71.0;3;gem;;;;;;
140.0;217.0;2710.0;1978.0;421.0;532;7211;109;66.26;5.1;10.9;12.0;18938.0;251.0;3;stadt;;;;;;
113.0;116.0;1771.0;1449.0;342.0;100;5279;172;30.61;5.1;10.9;12.0;18938.0;139.0;2;stadt;;;;;;
77.0;81.0;1141.0;907.0;165.0;141;3232;74;43.95;5.1;10.9;12.0;18938.0;132.0;3;gem;;;;;;
52.0;44.0;781.0;563.0;65.0;45;2306;48;48.49;5.1;10.9;12.0;18938.0;62.0;3;gem;;;;;;
62.0;41.0;1118.0;832.0;142.0;52;3234;88;36.61;5.1;10.9;12.0;18938.0;65.0;3;gem;;;;;;
374.0;609.0;7296.0;5420.0;1323.0;402;18586;219;84.74;5.1;10.9;12.0;18938.0;404.0;2;stadt;7842795.6;7842795.6;7842795.6;421.97;421.97;7842795.6
30.0;12.0;438.0;280.0;66.0;43;1090;41;26.9;5.1;10.9;12.0;18938.0;59.0;3;stadt;;;;;;
134.0;196.0;2185.0;1774.0;331.0;218;6200;63;97.7;5.1;10.9;12.0;18938.0;158.0;3;stadt;4660621.04;4660621.04;4660621.04;751.71;751.71;4660621.04
138.0;107.0;2731.0;2047.0;350.0;104;7347;143;51.4;5.1;10.9;12.0;18938.0;151.0;2;gem;;;;;;
104.0;72.0;1780.0;1379.0;235.0;99;5150;86;59.95;5.1;10.9;12.0;18938.0;95.0;3;gem;;;;;;
57.0;151.0;1535.0;1244.0;437.0;81;4000;101;39.45;5.1;10.9;12.0;18938.0;123.0;2;gem;;;;;;
86.0;113.0;2124.0;1572.0;280.0;92;5563;133;41.79;5.1;10.7;9.9;19259.0;72.0;3;gem;2747899.89;2747899.89;2747899.89;493.96;493.96;2747899.89
348.0;578.0;5853.0;4644.0;1397.0;808;16159;128;126.37;5.1;10.7;9.9;19259.0;383.0;2;stadt;12156314.44;12156314.44;12156314.44;752.29;752.29;12156314.44
370.0;814.0;5936.0;5154.0;1340.0;433;17376;145;120.08;5.1;10.7;9.9;19259.0;488.0;2;stadt;7738200.97;7738200.97;7738200.97;445.34;445.34;7738200.97
131.0;135.0;2019.0;1426.0;209.0;87;5445;84;64.73;5.1;10.7;9.9;19259.0;121.0;3;stadt;;;;;;
48.0;26.0;622.0;487.0;86.0;18;1909;54;35.23;5.1;10.7;9.9;19259.0;59.0;3;gem;;;;;;
74.0;108.0;1871.0;1356.0;274.0;61;4881;118;41.29;5.1;10.7;9.9;19259.0;101.0;3;gem;;;;;;
120.0;114.0;1819.0;1246.0;312.0;158;5028;41;121.7;5.1;10.7;9.9;19259.0;124.0;3;gem;;;;;;
120.0;125.0;1981.0;1423.0;180.0;74;5427;66;82.58;5.1;10.7;9.9;19259.0;116.0;2;stadt;;;;;;
131.0;193.0;2350.0;1829.0;250.0;451;6576;57;115.72;5.1;10.7;9.9;19259.0;219.0;3;gem;;;;;;
60.0;47.0;1179.0;781.0;138.0;101;3334;58;57.29;5.1;10.7;9.9;19259.0;56.0;3;stadt;;;;;;
366.0;633.0;7019.0;5397.0;1361.0;508;18807;151;124.88;5.1;10.7;9.9;19259.0;318.0;3;stadt;11326117.75;11326117.75;11326117.75;602.23;602.23;11326117.75
94.0;93.0;1391.0;1021.0;175.0;48;3897;66;58.67;5.1;10.7;9.9;19259.0;98.0;3;stadt;;;;;;
80.0;31.0;1516.0;876.0;139.0;64;3617;40;91.28;5.1;10.7;9.9;19259.0;57.0;3;gem;;;;;;
53.0;53.0;1123.0;838.0;164.0;32;3205;55;58.51;5.1;10.7;9.9;19259.0;87.0;3;stadt;;;;;;
451.0;832.0;8715.0;7005.0;2373.0;502;23581;190;123.98;5.1;10.7;9.9;19259.0;467.0;3;stadt;22142101.21;22142101.21;11071050.6;469.49;469.49;11071050.6
100.0;62.0;1618.0;1074.0;224.0;234;4118;43;96.73;5.1;10.7;9.9;19259.0;112.0;3;stadt;;;;;;
48.0;36.0;802.0;571.0;99.0;47;2178;42;51.54;5.1;10.7;9.9;19259.0;39.0;3;stadt;;;;;;
74.0;95.0;1684.0;1156.0;154.0;129;4529;61;74.0;5.1;10.7;9.9;19259.0;82.0;3;gem;;;;;;
120.0;130.0;2055.0;1561.0;272.0;322;6037;61;98.81;5.1;10.7;9.9;19259.0;159.0;3;gem;;;;;;
127.0;205.0;2555.0;1895.0;273.0;103;6808;101;67.47;5.1;10.7;9.9;19259.0;176.0;2;stadt;;;;;;
139.0;214.0;2503.0;1994.0;348.0;768;7155;62;115.73;5.1;10.7;9.9;19259.0;226.0;3;stadt;11376476.86;11376476.86;11376476.86;1590.0;1590.0;11376476.86
149.0;377.0;2224.0;2127.0;1211.0;453;6241;78;80.19;5.1;10.7;9.9;19259.0;187.0;3;gem;8472518.29;8472518.29;8472518.29;1357.56;1357.56;8472518.29
263.0;355.0;2695.0;2335.0;809.0;376;8359;114;73.52;6.8;10.1;11.3;18097.0;324.0;2;stadt;7562384.48;7562384.48;7562384.48;904.7;904.7;7562384.48
55.0;9.0;550.0;392.0;31.0;24;1665;85;19.56;6.8;10.1;11.3;18097.0;54.0;3;gem;;;;;;
473.0;1008.0;6901.0;6071.0;1535.0;267;19882;314;63.27;6.8;10.1;11.3;18097.0;807.0;2;stadt;8162328.9;8162328.9;8162328.9;410.54;410.54;8162328.9
130.0;205.0;2336.0;1911.0;386.0;206;6871;183;37.62;6.8;10.1;11.3;18097.0;229.0;2;stadt;;;;;;
84.0;56.0;988.0;701.0;125.0;59;2932;49;59.52;6.8;10.1;11.3;18097.0;87.0;3;gem;;;;;;
231.0;359.0;4090.0;3592.0;777.0;238;12593;119;105.87;6.8;10.1;11.3;18097.0;309.0;2;stadt;5499204.34;5499204.34;5499204.34;436.69;436.69;5499204.34
99.0;91.0;1577.0;1300.0;268.0;81;4887;123;39.7;6.8;10.1;11.3;18097.0;140.0;2;gem;;;;;;
83.0;43.0;1097.0;841.0;133.0;119;3189;71;44.81;6.8;10.1;11.3;18097.0;115.0;3;gem;;;;;;
41.0;22.0;612.0;493.0;62.0;48;1815;66;27.53;6.8;10.1;11.3;18097.0;81.0;3;gem;;;;;;
70.0;38.0;1092.0;790.0;93.0;97;3078;46;66.81;6.8;10.1;11.3;18097.0;97.0;3;gem;;;;;;
155.0;258.0;2689.0;2055.0;303.0;107;7955;71;111.29;6.8;10.1;11.3;18097.0;352.0;3;stadt;3455066.41;3455066.41;3455066.41;434.33;434.33;3455066.41
97.0;92.0;1651.0;1240.0;204.0;130;4592;48;96.48;6.8;10.1;11.3;18097.0;151.0;3;stadt;;;;;;
107.0;109.0;1405.0;1182.0;268.0;114;4204;90;46.9;6.8;10.1;11.3;18097.0;171.0;2;stadt;;;;;;
114.0;96.0;1708.0;1405.0;226.0;79;5255;134;39.2;6.8;10.1;11.3;18097.0;114.0;2;gem;;;;;;
10.0;3.0;385.0;264.0;18.0;23;1105;71;15.6;6.8;10.1;11.3;18097.0;51.0;3;gem;;;;;;
302.0;449.0;5500.0;4518.0;1290.0;368;15368;121;126.69;6.8;10.1;11.3;18097.0;413.0;2;stadt;7936634.71;7936634.71;7936634.71;516.44;516.44;7936634.71
862.0;1345.0;8613.0;7589.0;4799.0;978;27398;432;63.4;4.1;11.2;13.6;21056.0;645.0;2;stadt;19640589.42;19640589.42;19640589.42;716.86;716.86;19640589.42
318.0;618.0;5799.0;4867.0;1731.0;539;16093;485;33.16;4.1;11.2;13.6;21056.0;346.0;2;stadt;9346072.3;9346072.3;9346072.3;580.75;580.75;9346072.3
