DEM_3_29;GEB_6_4;DEM_2_4;HH_4_4;WHG_4_2;osm_nodes_counter;BEV_INSGESAMT;BEV_JE_QM;FLAECHE_QM;ANTEIL_ARBEITSLOSE;ANTEIL_ARBEITSLOSE_ALTER_15_24;ANTEIL_SIEDLUNG_VERKEHR;EINK_JE_EINW;WHG_6_5;BESIEDLUNGSSCHLUESSEL;REGIONSTYP;revenue_sum1;revenue_sum2;revenue_avg2;revenue_avg1_per_head;revenue_avg2_per_head;revenue_avg1
225.0;337.0;4842.0;3648.0;1376.0;300;12939;391;33.05;2.8;6.7;19.7;29300.0;128.0;2;gem;;;;;;
167.0;180.0;4156.0;3679.0;1623.0;303;11296;373;30.31;2.8;6.7;19.7;29300.0;216.0;2;gem;9236526.1;9236526.1;9236526.1;817.68;817.68;9236526.1
399.0;380.0;7514.0;6230.0;4134.0;580;20105;3844;5.23;2.8;6.7;19.7;29300.0;243.0;1;gem;21378022.82;21378022.82;21378022.82;1063.32;1063.32;21378022.82
58.0;151.0;1961.0;1327.0;281.0;117;4499;100;45.0;2.8;6.7;19.7;29300.0;48.0;3;gem;;;;;;
211.0;198.0;3864.0;3143.0;1934.0;394;10415;975;10.68;2.8;6.7;19.7;29300.0;183.0;1;gem;10744673.34;10744673.34;10744673.34;1031.65;1031.65;10744673.34
239.0;247.0;3361.0;2291.0;769.0;343;8733;1180;7.4;2.8;6.7;19.7;29300.0;116.0;1;gem;11335057.11;11335057.11;11335057.11;1297.96;1297.96;11335057.11
92.0;89.0;2356.0;1771.0;1210.0;110;6035;540;11.17;2.8;6.7;19.7;29300.0;56.0;2;gem;5001979.65;5001979.65;5001979.65;828.83;828.83;5001979.65
112.0;215.0;2856.0;1971.0;590.0;120;7128;132;53.87;2.8;6.7;19.7;29300.0;82.0;2;gem;5275933.92;5275933.92;5275933.92;740.17;740.17;5275933.92
126.0;149.0;2101.0;1372.0;448.0;103;5564;333;16.71;2.8;6.7;19.7;29300.0;84.0;2;gem;;;;;;
70.0;67.0;1178.0;745.0;117.0;90;2963;105;28.34;2.8;6.7;19.7;29300.0;41.0;3;gem;;;;;;
292.0;212.0;6561.0;5125.0;3210.0;325;17868;812;22.0;2.8;6.7;19.7;29300.0;107.0;1;gem;;;;;;
205.0;262.0;6498.0;3510.0;1641.0;556;13938;2416;5.77;2.8;6.7;19.7;29300.0;154.0;1;gem;;;;;;
97.0;238.0;4288.0;3661.0;2589.0;383;9931;776;12.79;2.8;6.7;19.7;29300.0;85.0;1;gem;21772457.79;21772457.79;10886228.9;1096.19;1096.19;10886228.9
440.0;287.0;8681.0;7639.0;6136.0;464;22774;2196;10.37;2.8;6.7;19.7;29300.0;184.0;1;gem;40324793.22;40324793.22;20162396.61;885.33;885.33;20162396.61
256.0;478.0;10266.0;8922.0;5730.0;457;26416;1769;14.93;2.8;6.7;19.7;29300.0;227.0;2;stadt;17797872.2;17797872.2;17797872.2;673.75;673.75;17797872.2
25.0;26.0;1039.0;660.0;111.0;45;2684;90;29.9;2.2;13.2;11.5;20549.0;31.0;3;gem;;;;;;
70.0;59.0;1791.0;1146.0;180.0;30;4523;91;49.73;2.2;13.2;11.5;20549.0;97.0;3;gem;;;;;;
46.0;50.0;1548.0;932.0;137.0;31;3697;59;62.79;2.2;13.2;11.5;20549.0;43.0;3;gem;;;;;;
60.0;58.0;1940.0;1458.0;263.0;20;5189;178;29.09;2.2;13.2;11.5;20549.0;53.0;2;gem;;;;;;
52.0;33.0;1830.0;1290.0;184.0;28;4798;125;38.51;2.2;13.2;11.5;20549.0;66.0;2;gem;;;;;;
418.0;712.0;10944.0;8642.0;4246.0;434;28197;347;81.3;2.2;13.2;11.5;20549.0;480.0;2;stadt;24200360.52;24200360.52;12100180.26;429.13;429.13;12100180.26
35.0;33.0;1046.0;722.0;71.0;29;2639;82;31.99;2.2;13.2;11.5;20549.0;27.0;3;gem;;;;;;
81.0;82.0;1878.0;1238.0;154.0;46;4783;51;93.1;2.2;13.2;11.5;20549.0;123.0;3;gem;;;;;;
273.0;337.0;6257.0;4673.0;1609.0;184;15984;212;75.26;2.2;13.2;11.5;20549.0;396.0;2;stadt;4368775.74;4368775.74;4368775.74;273.32;273.32;4368775.74
37.0;35.0;1765.0;1200.0;176.0;21;4361;107;40.83;2.2;13.2;11.5;20549.0;50.0;3;gem;;;;;;
14.0;13.0;910.0;660.0;83.0;43;2402;98;24.6;2.2;13.2;11.5;20549.0;36.0;3;gem;;;;;;
28.0;15.0;713.0;473.0;54.0;8;1820;63;28.93;2.2;13.2;11.5;20549.0;33.0;3;gem;;;;;;
12.0;16.0;635.0;370.0;34.0;11;1512;86;17.54;2.2;13.2;11.5;20549.0;18.0;3;gem;;;;;;
16.0;6.0;480.0;280.0;30.0;7;1193;53;22.6;2.2;13.2;11.5;20549.0;21.0;3;gem;;;;;;
28.0;7.0;632.0;381.0;26.0;18;1577;49;32.14;2.2;13.2;11.5;20549.0;24.0;3;gem;;;;;;
30.0;13.0;958.0;588.0;95.0;33;2350;78;30.25;2.2;13.2;11.5;20549.0;36.0;3;gem;;;;;;
9.0;3.0;618.0;380.0;28.0;14;1500;63;23.91;2.2;13.2;11.5;20549.0;12.0;3;gem;;;;;;
24.0;9.0;855.0;570.0;70.0;23;2188;80;27.33;2.2;13.2;11.5;20549.0;21.0;3;gem;;;;;;
67.0;105.0;1824.0;1448.0;442.0;47;4884;330;14.79;2.1;11.7;13.3;22642.0;58.0;2;gem;;;;;;
38.0;23.0;1319.0;794.0;70.0;52;3301;56;58.97;2.1;11.7;13.3;22642.0;37.0;3;gem;;;;;;
62.0;41.0;1932.0;1080.0;104.0;62;4523;87;52.22;2.1;11.7;13.3;22642.0;53.0;3;gem;;;;;;
41.0;63.0;1167.0;851.0;176.0;40;2991;137;21.77;2.1;11.7;13.3;22642.0;36.0;2;gem;;;;;;
138.0;276.0;4349.0;3488.0;976.0;76;11313;319;35.45;2.1;11.7;13.3;22642.0;212.0;2;gem;4884407.0;4884407.0;4884407.0;431.75;431.75;4884407.0
40.0;25.0;1103.0;805.0;140.0;51;2794;177;15.81;2.1;11.7;13.3;22642.0;53.0;2;gem;;;;;;
364.0;713.0;9521.0;7604.0;3610.0;668;24158;261;92.64;2.1;11.7;13.3;22642.0;411.0;2;stadt;11913096.62;11913096.62;11913096.62;493.13;493.13;11913096.62
66.0;102.0;1955.0;1373.0;280.0;108;4923;208;23.64;2.1;11.7;13.3;22642.0;83.0;2;gem;;;;;;
93.0;83.0;2235.0;1663.0;421.0;62;5601;189;29.62;2.1;11.7;13.3;22642.0;72.0;2;gem;;;;;;
53.0;83.0;1862.0;1292.0;282.0;87;4555;119;38.3;2.1;11.7;13.3;22642.0;65.0;2;gem;;;;;;
58.0;106.0;1964.0;1383.0;187.0;70;4902;92;53.01;2.1;11.7;13.3;22642.0;59.0;3;gem;;;;;;
112.0;101.0;2747.0;1976.0;407.0;108;7242;160;45.18;2.1;11.7;13.3;22642.0;127.0;2;stadt;3889846.33;3889846.33;3889846.33;537.12;537.12;3889846.33
172.0;198.0;4347.0;2976.0;450.0;193;11017;120;91.57;2.1;11.7;13.3;22642.0;175.0;2;gem;;;;;;
18.0;16.0;578.0;418.0;55.0;35;1525;203;7.5;2.1;11.7;13.3;22642.0;17.0;2;gem;;;;;;
132.0;155.0;3963.0;2799.0;420.0;125;9966;113;88.25;2.1;11.7;13.3;22642.0;165.0;2;stadt;4212004.58;4212004.58;4212004.58;422.64;422.64;4212004.58
21.0;62.0;769.0;573.0;104.0;41;1987;107;18.6;2.1;11.7;13.3;22642.0;53.0;2;gem;;;;;;
35.0;24.0;807.0;578.0;89.0;36;2102;151;13.89;2.1;11.7;13.3;22642.0;31.0;2;gem;;;;;;
28.0;9.0;812.0;538.0;46.0;16;2084;92;22.63;2.1;11.7;13.3;22642.0;37.0;3;gem;;;;;;
113.0;144.0;2808.0;2094.0;463.0;111;7503;203;36.89;2.1;11.7;13.3;22642.0;89.0;2;gem;4461305.84;4461305.84;4461305.84;594.6;594.6;4461305.84
63.0;46.0;1517.0;929.0;226.0;37;3560;89;39.81;2.8;9.5;10.8;22843.0;68.0;3;gem;;;;;;
125.0;248.0;1957.0;1766.0;1299.0;303;5677;71;79.61;2.8;9.5;10.8;22843.0;126.0;3;gem;;;;;;
49.0;31.0;1262.0;676.0;92.0;17;2896;53;54.31;2.8;9.5;10.8;22843.0;40.0;3;gem;;;;;;
331.0;622.0;6720.0;5243.0;2733.0;464;18272;441;41.41;2.8;9.5;10.8;22843.0;305.0;2;stadt;9167747.8;9167747.8;9167747.8;501.74;501.74;9167747.8
128.0;300.0;2726.0;1806.0;976.0;258;7129;267;26.7;2.8;9.5;10.8;22843.0;137.0;2;gem;;;;;;
104.0;211.0;2266.0;1518.0;630.0;238;5718;170;33.68;2.8;9.5;10.8;22843.0;109.0;2;gem;;;;;;
243.0;453.0;6257.0;4483.0;1418.0;188;16072;320;50.21;2.8;9.5;10.8;22843.0;238.0;2;gem;5988047.41;5988047.41;5988047.41;372.58;372.58;5988047.41
65.0;92.0;1766.0;1177.0;332.0;19;4135;206;20.05;2.8;9.5;10.8;22843.0;51.0;2;gem;;;;;;
52.0;94.0;1089.0;817.0;306.0;64;2914;120;24.3;2.8;9.5;10.8;22843.0;54.0;2;gem;;;;;;
56.0;55.0;1198.0;706.0;87.0;25;2901;83;34.89;2.8;9.5;10.8;22843.0;28.0;3;gem;;;;;;
149.0;247.0;3140.0;2418.0;1289.0;283;7936;198;40.11;2.8;9.5;10.8;22843.0;156.0;2;gem;7595347.04;7595347.04;7595347.04;957.07;957.07;7595347.04
123.0;262.0;3019.0;2152.0;1074.0;158;7535;131;57.49;2.8;9.5;10.8;22843.0;128.0;2;gem;;;;;;
127.0;274.0;4139.0;2866.0;828.0;115;10328;194;53.25;2.8;9.5;10.8;22843.0;157.0;2;gem;;;;;;
37.0;94.0;1193.0;840.0;285.0;102;2954;94;31.3;2.8;9.5;10.8;22843.0;22.0;3;gem;;;;;;
51.0;109.0;1272.0;817.0;183.0;91;2979;91;32.72;2.8;9.5;10.8;22843.0;46.0;3;gem;;;;;;
24.0;73.0;1109.0;727.0;178.0;23;2631;89;29.53;2.8;9.5;10.8;22843.0;33.0;3;gem;;;;;;
81.0;225.0;2773.0;2054.0;853.0;67;7029;242;29.07;2.8;9.5;10.8;22843.0;86.0;2;gem;;;;;;
45.0;129.0;1888.0;1263.0;274.0;39;4560;145;31.54;2.8;9.5;10.8;22843.0;47.0;2;gem;;;;;;
131.0;219.0;2458.0;1872.0;1169.0;111;6822;186;36.73;2.8;9.5;10.8;22843.0;135.0;2;gem;4572815.48;4572815.48;4572815.48;670.3;670.3;4572815.48
256.0;535.0;6891.0;5466.0;2780.0;261;17942;904;19.84;2.8;9.5;10.8;22843.0;268.0;1;stadt;9075464.89;9075464.89;9075464.89;505.82;505.82;9075464.89
54.0;94.0;1807.0;1063.0;361.0;132;4249;277;15.32;2.8;9.5;10.8;22843.0;27.0;2;gem;;;;;;
49.0;104.0;1041.0;732.0;213.0;165;2607;91;28.57;2.8;9.5;10.8;22843.0;52.0;3;gem;;;;;;
107.0;198.0;1816.0;1473.0;906.0;271;4948;83;59.3;2.8;9.5;10.8;22843.0;139.0;3;gem;;;;;;
229.0;411.0;3720.0;3148.0;2008.0;388;10392;502;20.7;2.8;9.5;10.8;22843.0;192.0;2;gem;9371438.46;9371438.46;9371438.46;901.79;901.79;9371438.46
28.0;83.0;1103.0;731.0;158.0;62;2525;156;16.22;2.8;9.5;10.8;22843.0;33.0;2;gem;;;;;;
172.0;361.0;4317.0;3224.0;1122.0;179;11276;255;44.27;2.8;9.5;10.8;22843.0;212.0;2;gem;6868021.81;6868021.81;6868021.81;609.08;609.08;6868021.81
57.0;213.0;2321.0;1505.0;420.0;133;5507;145;37.94;2.8;9.5;10.8;22843.0;67.0;2;gem;;;;;;
102.0;150.0;1483.0;1043.0;452.0;137;3709;185;20.0;2.8;9.5;10.8;22843.0;66.0;2;gem;;;;;;
97.0;142.0;2212.0;1537.0;443.0;107;5475;191;28.66;2.8;9.5;10.8;22843.0;76.0;2;gem;;;;;;
47.0;92.0;1151.0;688.0;142.0;195;2670;80;33.39;2.8;9.5;10.8;22843.0;50.0;3;gem;;;;;;
33.0;89.0;1124.0;674.0;111.0;66;2655;104;25.63;2.8;9.5;10.8;22843.0;34.0;2;gem;;;;;;
40.0;51.0;1162.0;717.0;165.0;33;2672;92;28.95;2.8;9.5;10.8;22843.0;39.0;3;gem;;;;;;
178.0;291.0;3821.0;2834.0;995.0;159;9930;375;26.51;2.8;9.5;10.8;22843.0;175.0;2;gem;;;;;;
88.0;145.0;3022.0;1804.0;281.0;136;6959;101;68.98;2.8;9.5;10.8;22843.0;80.0;3;gem;;;;;;
35.0;64.0;1344.0;841.0;210.0;66;3110;91;34.22;2.8;9.5;10.8;22843.0;44.0;3;gem;;;;;;
218.0;338.0;5453.0;4062.0;1632.0;285;12165;647;18.8;2.8;9.5;10.8;22843.0;259.0;2;stadt;8956324.34;8956324.34;8956324.34;736.24;736.24;8956324.34
19.0;53.0;614.0;459.0;142.0;39;1458;180;8.12;2.8;9.5;10.8;22843.0;34.0;2;gem;;;;;;
23.0;58.0;456.0;367.0;109.0;34;1369;128;10.7;2.8;9.5;10.8;22843.0;25.0;2;gem;;;;;;
32.0;82.0;1153.0;697.0;198.0;53;2700;118;22.8;2.8;9.5;10.8;22843.0;50.0;2;gem;;;;;;
25.0;26.0;508.0;306.0;61.0;19;1236;76;16.18;2.8;9.5;10.8;22843.0;33.0;3;gem;;;;;;
12.0;27.0;599.0;347.0;50.0;10;1239;91;13.6;2.8;9.5;10.8;22843.0;9.0;3;gem;;;;;;
13.0;19.0;568.0;344.0;63.0;16;1349;167;8.1;2.8;9.5;10.8;22843.0;18.0;2;gem;;;;;;
58.0;117.0;1624.0;1033.0;316.0;49;3690;189;19.57;2.8;9.5;10.8;22843.0;65.0;2;gem;;;;;;
47.0;66.0;1592.0;968.0;191.0;35;3954;112;35.39;2.8;9.5;10.8;22843.0;55.0;2;gem;;;;;;
22.0;30.0;764.0;415.0;54.0;11;1627;90;18.15;2.8;9.5;10.8;22843.0;19.0;3;gem;;;;;;
126.0;232.0;3294.0;2259.0;495.0;150;8156;223;36.63;2.8;6.4;14.2;34306.0;152.0;2;gem;;;;;;
46.0;100.0;1361.0;971.0;281.0;104;3318;82;40.44;2.8;6.4;14.2;34306.0;60.0;3;gem;;;;;;
123.0;122.0;1565.0;1092.0;494.0;105;4350;475;9.15;2.8;6.4;14.2;34306.0;86.0;2;gem;;;;;;
398.0;447.0;7372.0;5537.0;2576.0;351;20005;398;50.3;2.8;6.4;14.2;34306.0;289.0;2;gem;12950631.44;12950631.44;12950631.44;647.37;647.37;12950631.44
249.0;447.0;6862.0;5518.0;2731.0;326;17445;554;31.5;2.8;6.4;14.2;34306.0;178.0;1;gem;13033772.44;13033772.44;13033772.44;747.14;747.14;13033772.44
171.0;299.0;4036.0;3110.0;1605.0;292;10054;482;20.88;2.8;6.4;14.2;34306.0;156.0;2;gem;;;;;;
64.0;108.0;1636.0;1292.0;362.0;89;4313;177;24.42;2.8;6.4;14.2;34306.0;66.0;2;gem;;;;;;
222.0;208.0;2822.0;2087.0;886.0;185;7529;471;15.99;2.8;6.4;14.2;34306.0;91.0;2;gem;;;;;;
131.0;198.0;2669.0;2183.0;995.0;100;7039;202;34.87;2.8;6.4;14.2;34306.0;118.0;2;gem;;;;;;
127.0;140.0;2026.0;1494.0;618.0;88;5618;268;20.96;2.8;6.4;14.2;34306.0;98.0;2;gem;;;;;;
436.0;737.0;8761.0;6895.0;3239.0;320;23148;375;61.77;2.8;6.4;14.2;34306.0;445.0;2;stadt;13932664.57;13932664.57;13932664.57;601.89;601.89;13932664.57
224.0;330.0;3545.0;2565.0;986.0;335;9406;264;35.65;2.8;6.4;14.2;34306.0;160.0;2;gem;9273036.53;9273036.53;9273036.53;985.86;985.86;9273036.53
67.0;116.0;2069.0;1422.0;349.0;211;5160;228;22.6;2.8;6.4;14.2;34306.0;63.0;2;gem;;;;;;
67.0;131.0;1852.0;1371.0;357.0;62;4742;232;20.42;2.8;6.4;14.2;34306.0;86.0;2;gem;;;;;;
78.0;105.0;1719.0;1172.0;320.0;72;4297;165;26.12;3.1;7.9;8.2;21936.0;81.0;2;gem;;;;;;
78.0;229.0;1885.0;1401.0;636.0;96;4538;120;37.74;3.1;7.9;8.2;21936.0;73.0;2;gem;3042366.94;3042366.94;3042366.94;670.42;670.42;3042366.94
36.0;37.0;1164.0;647.0;115.0;31;2640;77;34.19;3.1;7.9;8.2;21936.0;29.0;3;gem;;;;;;
74.0;72.0;1695.0;1024.0;192.0;91;4094;93;44.24;3.1;7.9;8.2;21936.0;51.0;3;gem;;;;;;
81.0;96.0;1678.0;1168.0;514.0;44;4250;112;37.81;3.1;7.9;8.2;21936.0;72.0;2;gem;;;;;;
125.0;251.0;2335.0;1794.0;923.0;147;6385;178;35.78;3.1;7.9;8.2;21936.0;166.0;2;gem;4116990.1;4116990.1;4116990.1;644.79;644.79;4116990.1
112.0;214.0;1621.0;1203.0;734.0;148;4490;99;45.35;3.1;7.9;8.2;21936.0;102.0;3;gem;;;;;;
45.0;47.0;1272.0;769.0;155.0;31;3144;125;25.23;3.1;7.9;8.2;21936.0;45.0;2;gem;;;;;;
28.0;69.0;964.0;673.0;145.0;43;2456;152;16.12;3.1;7.9;8.2;21936.0;26.0;2;gem;;;;;;
56.0;55.0;1443.0;839.0;159.0;41;3376;63;53.85;3.1;7.9;8.2;21936.0;58.0;3;gem;;;;;;
35.0;41.0;990.0;523.0;71.0;30;2317;77;29.93;3.1;7.9;8.2;21936.0;13.0;2;gem;;;;;;
51.0;183.0;845.0;772.0;468.0;224;2345;33;70.99;3.1;7.9;8.2;21936.0;121.0;3;gem;;;;;;
132.0;300.0;2337.0;1785.0;809.0;423;6286;43;147.84;3.1;7.9;8.2;21936.0;140.0;3;gem;;;;;;
33.0;75.0;574.0;538.0;284.0;63;1744;39;45.16;3.1;7.9;8.2;21936.0;42.0;3;gem;;;;;;
55.0;48.0;1487.0;888.0;167.0;29;3587;59;61.15;3.1;7.9;8.2;21936.0;50.0;3;gem;;;;;;
84.0;169.0;1828.0;1311.0;557.0;129;4618;96;47.93;3.1;7.9;8.2;21936.0;74.0;3;gem;;;;;;
157.0;274.0;3171.0;2390.0;1223.0;367;8020;141;56.99;3.1;7.9;8.2;21936.0;138.0;2;gem;;;;;;
44.0;55.0;1274.0;876.0;240.0;22;3161;133;23.73;3.1;7.9;8.2;21936.0;33.0;2;gem;;;;;;
105.0;109.0;2175.0;1414.0;422.0;63;5480;109;50.24;3.1;7.9;8.2;21936.0;89.0;2;gem;;;;;;
93.0;97.0;2451.0;1486.0;355.0;73;6009;83;72.04;3.1;7.9;8.2;21936.0;129.0;3;stadt;2481392.07;2481392.07;2481392.07;412.95;412.95;2481392.07
388.0;414.0;7327.0;5964.0;3646.0;311;20658;458;45.06;3.1;7.9;8.2;21936.0;349.0;2;stadt;8560702.65;8560702.65;8560702.65;414.4;414.4;8560702.65
392.0;688.0;7561.0;6032.0;3298.0;436;18845;388;48.55;3.1;7.9;8.2;21936.0;317.0;2;stadt;12283101.06;12283101.06;12283101.06;651.8;651.8;12283101.06
252.0;281.0;4226.0;3347.0;1453.0;92;11488;223;51.55;3.1;7.9;8.2;21936.0;267.0;2;stadt;;;;;;
80.0;189.0;2020.0;1443.0;418.0;69;4850;159;30.53;3.1;7.9;8.2;21936.0;76.0;2;gem;;;;;;
74.0;181.0;1276.0;1006.0;628.0;172;3455;84;41.28;3.1;7.9;8.2;21936.0;81.0;3;gem;;;;;;
96.0;211.0;1743.0;1405.0;826.0;82;4912;133;36.91;3.1;7.9;8.2;21936.0;92.0;2;gem;;;;;;
15.0;45.0;750.0;531.0;164.0;16;1849;186;9.96;3.1;7.9;8.2;21936.0;16.0;2;gem;;;;;;
101.0;180.0;1194.0;900.0;684.0;35;3226;240;13.42;3.1;7.9;8.2;21936.0;86.0;2;gem;;;;;;
21.0;36.0;441.0;308.0;79.0;16;1120;58;19.34;3.1;7.9;8.2;21936.0;15.0;3;gem;;;;;;
15.0;15.0;560.0;346.0;53.0;12;1394;61;22.84;3.1;7.9;8.2;21936.0;24.0;3;gem;;;;;;
69.0;91.0;1726.0;1057.0;249.0;70;3978;91;43.75;3.1;7.9;8.2;21936.0;79.0;3;gem;;;;;;
24.0;44.0;687.0;442.0;99.0;26;1667;60;27.91;3.1;7.9;8.2;21936.0;36.0;3;gem;;;;;;
48.0;38.0;837.0;460.0;114.0;17;1948;73;26.76;3.1;7.9;8.2;21936.0;57.0;3;gem;;;;;;
115.0;195.0;2686.0;1849.0;688.0;118;6409;131;48.87;3.1;7.9;8.2;21936.0;100.0;2;gem;3149185.95;3149185.95;3149185.95;491.37;491.37;3149185.95
19.0;13.0;622.0;387.0;27.0;20;1485;83;18.0;3.1;7.9;8.2;21936.0;15.0;2;gem;;;;;;
25.0;85.0;876.0;679.0;161.0;156;2232;162;13.8;2.7;11.3;9.2;22530.0;24.0;2;gem;;;;;;
83.0;94.0;1354.0;1038.0;328.0;34;3813;186;20.51;2.7;11.3;9.2;22530.0;69.0;2;gem;;;;;;
30.0;67.0;944.0;676.0;67.0;51;2394;74;32.22;2.7;11.3;9.2;22530.0;22.0;3;gem;;;;;;
195.0;354.0;4762.0;3648.0;1266.0;134;12555;384;32.68;2.7;11.3;9.2;22530.0;239.0;2;gem;;;;;;
235.0;287.0;4709.0;3168.0;1293.0;111;11611;155;75.14;2.7;11.3;9.2;22530.0;198.0;2;gem;3703409.37;3703409.37;3703409.37;318.96;318.96;3703409.37
269.0;530.0;6404.0;5200.0;2585.0;432;16262;632;25.72;2.7;11.3;9.2;22530.0;205.0;2;stadt;9593751.56;9593751.56;9593751.56;589.95;589.95;9593751.56
52.0;85.0;1322.0;858.0;159.0;34;3252;111;29.21;2.7;11.3;9.2;22530.0;59.0;2;gem;;;;;;
22.0;53.0;941.0;657.0;111.0;19;2235;102;21.98;2.7;11.3;9.2;22530.0;14.0;3;gem;;;;;;
200.0;396.0;4717.0;3719.0;2204.0;171;12082;566;21.34;2.7;11.3;9.2;22530.0;298.0;2;stadt;8228773.62;8228773.62;8228773.62;681.08;681.08;8228773.62
413.0;548.0;8282.0;6673.0;3758.0;419;21649;390;55.49;2.7;11.3;9.2;22530.0;260.0;2;stadt;9583985.62;9583985.62;9583985.62;442.7;442.7;9583985.62
39.0;51.0;950.0;542.0;97.0;68;2121;41;51.12;2.7;11.3;9.2;22530.0;30.0;3;gem;;;;;;
40.0;62.0;1211.0;829.0;198.0;71;3162;96;33.03;2.7;11.3;9.2;22530.0;33.0;3;gem;;;;;;
43.0;75.0;1335.0;927.0;247.0;66;3279;176;18.66;2.7;11.3;9.2;22530.0;56.0;2;gem;;;;;;
15.0;23.0;609.0;390.0;66.0;4;1501;121;12.41;2.7;11.3;9.2;22530.0;26.0;2;gem;;;;;;
22.0;21.0;398.0;256.0;44.0;9;910;52;17.45;2.7;11.3;9.2;22530.0;18.0;3;gem;;;;;;
12.0;23.0;385.0;248.0;25.0;4;936;128;7.34;2.7;11.3;9.2;22530.0;21.0;2;gem;;;;;;
18.0;15.0;538.0;369.0;55.0;7;1297;76;17.02;2.7;11.3;9.2;22530.0;27.0;3;gem;;;;;;
30.0;47.0;1019.0;651.0;76.0;29;2288;55;41.67;2.7;11.3;9.2;22530.0;41.0;3;gem;;;;;;
35.0;33.0;745.0;457.0;39.0;21;1698;68;24.94;2.7;11.3;9.2;22530.0;21.0;3;gem;;;;;;
23.0;36.0;509.0;332.0;50.0;8;1196;53;22.37;2.7;11.3;9.2;22530.0;21.0;3;gem;;;;;;
3.0;35.0;474.0;297.0;48.0;7;1030;85;12.16;2.7;11.3;9.2;22530.0;9.0;3;gem;;;;;;
16.0;40.0;683.0;409.0;78.0;19;1553;64;24.28;2.7;11.3;9.2;22530.0;27.0;3;gem;;;;;;
12.0;42.0;424.0;328.0;67.0;9;1078;62;17.5;2.7;11.3;9.2;22530.0;24.0;3;gem;;;;;;
17.0;32.0;551.0;352.0;55.0;25;1333;51;25.93;2.7;11.3;9.2;22530.0;21.0;3;gem;;;;;;
9.0;28.0;391.0;263.0;63.0;4;970;60;16.17;2.7;11.3;9.2;22530.0;16.0;3;gem;;;;;;
41.0;79.0;1082.0;728.0;152.0;35;2563;105;24.36;2.7;11.3;9.2;22530.0;28.0;3;gem;;;;;;
18.0;43.0;802.0;571.0;98.0;33;2103;141;14.91;2.7;11.3;9.2;22530.0;22.0;2;gem;;;;;;
20.0;56.0;784.0;462.0;86.0;38;1765;44;40.34;2.7;11.3;9.2;22530.0;22.0;3;gem;;;;;;
28.0;29.0;797.0;446.0;80.0;55;1794;57;31.46;2.7;11.3;9.2;22530.0;21.0;3;gem;;;;;;
50.0;93.0;932.0;755.0;223.0;106;2529;92;27.6;2.7;11.3;9.2;22530.0;44.0;3;gem;;;;;;
85.0;102.0;1104.0;755.0;268.0;109;2866;96;29.96;2.7;11.3;9.2;22530.0;63.0;3;gem;;;;;;
21.0;12.0;331.0;216.0;56.0;38;866;54;15.92;2.7;11.3;9.2;22530.0;19.0;3;gem;;;;;;
47.0;56.0;1133.0;641.0;163.0;59;2745;43;64.06;2.7;11.3;9.2;22530.0;73.0;3;gem;;;;;;
30.0;13.0;535.0;290.0;65.0;20;1254;26;47.66;2.7;11.3;9.2;22530.0;22.0;3;gem;;;;;;
905.0;1577.0;21646.0;20446.0;10234.0;1646;50594;727;69.57;5.9;9.7;31.3;19372.0;1275.0;1;stadt;52980788.34;52980788.34;26490394.17;523.59;523.59;26490394.17
812.0;1533.0;17886.0;15268.0;6598.0;680;44450;658;67.58;5.5;9.8;28.2;20928.0;1068.0;2;stadt;;;;;;
27.0;16.0;861.0;575.0;44.0;17;2297;78;29.35;3.6;10.0;11.7;19615.0;24.0;3;gem;;;;;;
16.0;39.0;854.0;623.0;90.0;9;2157;90;24.08;3.6;10.0;11.7;19615.0;24.0;3;gem;;;;;;
47.0;78.0;1827.0;1302.0;201.0;35;4892;124;39.49;3.6;10.0;11.7;19615.0;65.0;2;gem;;;;;;
565.0;987.0;12684.0;11133.0;4527.0;669;31661;410;77.19;3.6;10.0;11.7;19615.0;514.0;2;stadt;12966507.79;12966507.79;12966507.79;409.54;409.54;12966507.79
46.0;50.0;1043.0;779.0;90.0;37;2728;59;46.3;3.6;10.0;11.7;19615.0;56.0;3;gem;;;;;;
90.0;173.0;2735.0;2025.0;560.0;77;7583;166;45.81;3.6;10.0;11.7;19615.0;128.0;2;gem;3226616.64;3226616.64;3226616.64;425.51;425.51;3226616.64
38.0;25.0;815.0;527.0;68.0;14;2141;112;19.09;3.6;10.0;11.7;19615.0;31.0;2;gem;;;;;;
45.0;19.0;1146.0;786.0;92.0;16;3123;77;40.34;3.6;10.0;11.7;19615.0;49.0;3;gem;;;;;;
65.0;86.0;1601.0;1242.0;305.0;25;4377;366;11.96;3.6;10.0;11.7;19615.0;112.0;2;gem;2896275.18;2896275.18;2896275.18;661.7;661.7;2896275.18
25.0;34.0;722.0;528.0;80.0;28;1923;193;9.97;3.6;10.0;11.7;19615.0;22.0;2;gem;;;;;;
29.0;46.0;1245.0;967.0;131.0;28;3284;138;23.77;3.6;10.0;11.7;19615.0;51.0;2;gem;;;;;;
215.0;145.0;4352.0;3127.0;499.0;133;11669;105;111.18;3.6;10.0;11.7;19615.0;207.0;2;stadt;3236355.56;3236355.56;3236355.56;277.35;277.35;3236355.56
