ID;Strassenname;PLZ;Region;latitude;longitude
730;Cuxhavener Str. 183;021614;Buxtehude-Hedendorf;53.4830954;9.6219757
731;Bei der Fischtreppe 2;021614;Buxtehude;53.4648044;9.693795
732;Auricher Str. 98;026624;Südbrookmerland-Moordorf;53.47719739999999;7.398170899999999
733;Handelspark 20;027624;Bad Bederkesa;53.6285709;8.8102392
734;Finkenburgstr. 32-34;026409;Wittmund;53.5777554;7.7808284
735;Harburger Str. 60-62;021614;Buxtehude;53.4738498;9.7140135
736;Hauptstr. 52-54;021629;Neu Wulmstorf;53.4628222;9.7942834
737;Röbbeler Str. 1;029549;Bad Bevensen;53.0789716;10.5896711
738;Harvey-Benjamin-Fuller-Str. 5;021335;Lüneburg;53.2371846;10.4150698
739;Fleestedter Ring 1;021217;Seevetal-Fleestedt;53.4100092;9.990428099999999
740;Handelsstr. 1;026736;Pewsum;53.4273776;7.106841699999999
741;Heibensweg 3;021220;Seevetal-Maschen;53.39170799999999;10.035506
742;Cuxhavener Str. 407;021149;Hamburg-Fischbek;53.4718916;9.8391492
743;Poststr. 18-22;027632;Dorum;53.6861891;8.5628647
744;Haddorfer Grenzweg 20;021682;Stade-Haddorf;53.5974083;9.4238871
745;Cuxhavener Str. 126-128;021149;Hamburg-Hausbruch;53.4721602;9.8933273
746;Harburger Str. 99;021680;Stade;53.5892127;9.4877488
747;Bremer Str. 181;021073;Hamburg-Eißendorf;53.4483981;9.963326499999999
748;Rönneburger Str. 23;021079;Hamburg-Wilstorf;53.442341;9.9931751
749;Nincoper Str. 154;021129;Hamburg-Neuenfelde;53.5156029;9.793797399999999
750;Bahnhofstr. 75;021423;Winsen;53.355764;10.2048974
751;Keno-Tom-Brook-Str. 2;026529;Marienhafe;53.52237299999999;7.285272900000001
752;Altländerstr. 31;021680;Stade;53.60237;9.48936
753;Theodor-Heuss-Str. 24;021337;Lüneburg;53.2404407;10.4354831
754;Krummholzberg 14/ Wilstorfer Straße;021073;Hamburg-Harburg;53.4572026;9.983134999999999
755;Heinrich-Steinberg-Str. 2;026434;Hohenkirchen;53.6678659;7.909935699999999
756;Am Alten Eisenwerk 1;021339;Lüneburg;53.25954729999999;10.4104158
757;Buxtehuder Str. 28;021073;Hamburg-Heimfeld;53.4666838;9.9734677
758;Auricher Str. 3;026556;Westerholt;53.588959;7.4586245
759;Otto-Peschel-Str. 2-8;021745;Hemmoor;53.68475;9.15876
760;Bahnhofstr. 52;026427;Esens;53.6364094;7.611000400000001
761;Große Str. 7;021357;Bardowick;53.29588;10.39271
762;Rissener Str. 112-114;022880;Wedel;53.58356999999999;9.727549999999999
763;Reinstorfweg 16;021107;Hamburg-Wilhelmsburg;53.50123;9.992767899999999
764;Am Veringhof 6;021107;Hamburg-Wilhelmsburg;53.5119643;9.9859349
765;Sülldorfer Landstr. 188;022589;Hamburg-Sülldorf;53.58061370000001;9.797728099999999
766;Osdorfer Landstr. 403;022589;Hamburg-Iserbrook;53.5757145;9.8244714
767;Behringstr. 154;022763;Hamburg-Othmarschen;53.5569351;9.903836799999999
768;Osdorfer Landstr. 8-10;022607;Hamburg-Groß Flottbek;53.5704138;9.876947
769;Paul-Nevermann-Platz 15;022765;Hamburg;53.5521;9.934355
770;Hauptstr. 107;026524;Hage;53.6017735;7.2736569
771;Oderstr. 2-4;027637;Nordholz;53.7770261;8.6125631
772;Bornheide 9;022549;Hamburg-Osdorf;53.5823771;9.8553628
773;Bahrenfelder Chaussee 41;022761;Hamburg-Bahrenfeld;53.564491;9.9142934
774;Kressenweg 34;022549;Hamburg-Lurup;53.5844647;9.872897499999999
775;Gauensieker Str. 47;021706;Drochtersen;53.70696960000001;9.3889161
776;Altonaer Chaussee 14;022869;Schenefeld;53.5994942;9.8528753
777;Altonaer Str. 10;020357;Hamburg-Eimsbüttel;53.56382960000001;9.961463
778;Ausschläger Allee 174;020539;Hamburg-Rothenburgsort;53.530956;10.0551134
779;Schumacherstr. 2;021781;Cadenberge;53.7681593;9.0624095
780;Rahel-Varnhagen-Weg 26;021035;Hamburg-Allermöhe;53.4868135;10.182297
781;Gewerbestr. 14;026506;Norden-Norddeich;53.6026771;7.1830106
782;Ausschläger Allee 174;020537;Hamburg;53.530956;10.0551134
783;Steindamm 94;020099;Hamburg-St.Georg;53.5553373;10.0172134
784;Kieler Str. 310;022525;Hamburg-Stellingen;53.5853912;9.9344939
785;Eidelstedter Weg 24;020255;Hamburg-Lokstedt;53.5819226;9.9542213
786;Grindelberg 53-55;020144;Hamburg-Harvestehude;53.5759218;9.9768706
787;Kieler Str. 595;022525;Hamburg;53.60064;9.9149799
788;Carl-Petersen-Str. 55-57;020535;Hamburg-Hamm;53.5590565;10.0459554
789;Horner Brückenweg 12-14;022113;Hamburg-Horn;53.54496;10.08577
790;Hübbesweg 4;020537;Hamburg-Hamm;53.5539102;10.0603294
791;Lohbrügger Landstr. 126;021031;Hamburg-Lohbrügge;53.5047019;10.1906713
792;Spandauer Str. 2-4;021502;Geesthacht;53.43457009999999;10.3495956
793;Asbrookdamm 37;022115;Hamburg-Billstedt;53.5230307;10.1496721
794;Moorreger Chaussee 4;025436;Moorrege;53.67725220000001;9.6760596
795;Reclamstr. 19;022111;Hamburg-Billstedt;53.5394742;10.1116076
796;Winterhuder Weg 76;022085;Hamburg-Barmbek;53.5743348;10.02327
797;Liebesweg 4-4A;021762;Otterndorf;53.80891;8.9071243
798;Kümmellstr. 4-8;020249;Hamburg-Eppendorf;53.59057;9.985499899999999
799;Hamburger Landstr. 39;021465;Wentorf;53.4908453;10.251029
800;Rennbahnstr. 115;022111;Hamburg-Horn;53.5613661;10.0791524
801;Trift 33;021502;Geesthacht;53.4355895;10.3797526
802;Brauhausstr. 23;022041;Hamburg-Wandsbek;53.5728065;10.0590827
803;Borgweg 2A;022303;Hamburg-Winterhude;53.589154;10.0167962
804;Kollaustr. 129-135;022453;Hamburg-Niendorf;53.6100693;9.9576049
805;Dehnhaide 111;022081;Hamburg-Barmbek;53.5794071;10.0514215
806;Berliner Str. 31;025421;Pinneberg;53.66858209999999;9.7832978
807;Am Bornbusch 1;021039;Börnsen;53.4875932;10.2879356
808;Pinneberger Str. 16;022457;Hamburg-Schnelsen;53.6334041;9.907441500000001
809;Bramfelder Str. 58;022305;Hamburg-Barmbek;53.5850524;10.0511702
810;Frohmestr. 99-105;022459;Hamburg-Schnelsen;53.6295361;9.929770399999999
811;Gewerbering 7;022113;Oststeinbek;53.5490694;10.1572435
812;Arendseer Str. 8;029410;Salzwedel;52.8412184;11.1727396
813;Fuhlsbüttler Str. 184-186;022307;Hamburg-Barmbek;53.59397999999999;10.04449
814;FLENSBURGER str. 5;025421;PINNEBERG;53.6735334;9.8007812
815;Alsterkrugchaussee 309;022297;Hamburg-Großborstel;53.6155321;10.0023969
816;Glüsinger Weg 1-7;021481;Lauenburg;53.3736184;10.5471665
817;Ohlenhoff 1;025436;Tornesch;53.701429;9.7265965
818;Sperberhorst 5-9;022459;Hamburg;53.6342375;9.954726599999999
819;Sperberhorst 5-9;022455;Hamburg-Niendorf;53.6342375;9.954726599999999
820;Am Stadtrand 21;022047;Hamburg-Wandsbek;53.5856049;10.0995199
821;Grodener Chaussee 80;027472;Cuxhaven-Groden;53.8512241;8.7135803
822;Barsbütteler Str. 33;022043;Hamburg-Jenfeld;53.5712446;10.1416748
823;Möllner Landstr. 119;021509;Glinde;53.543084;10.2140505
824;Haldesdorfer Str. 76;022179;Hamburg-Bramfeld;53.59885939999999;10.0762435
825;Appelhoff 1;022309;Hamburg-Appelhoff;53.6080607;10.0584707
826;Brockeswalder Chaussee 8;027474;Cuxhaven-Süderwisch;53.8602832;8.6813857
827;Kieler Str. 103-107;025474;Bönningstedt;53.6645646;9.9039362
828;Nordmarkstr. 12;025348;Glückstadt;53.783596;9.4293401
829;Schöneberger Str. 29;022045;Hamburg-Jenfeld;53.5849136;10.1396973
830;Nindorfer Moorweg 1;021354;Bleckede;53.2882277;10.7313788
831;Bramfelder Chaussee 230-234;022177;Hamburg;53.6123024;10.0754753
832;Ivo-Hauptmann-Ring 1;022159;Hamburg-Farmsen;53.6007612;10.1127858
833;Tonndorfer Hauptstr. 173-177;022045;Hamburg-Tonndorf;53.5928773;10.1360503
834;Grüner Weg 2-5;027472;Cuxhaven-Mitte;53.8697518;8.6999213
835;Feldweg 21;027472;Cuxhaven-Döse;53.8708276;8.6863393
836;Am Eiskeller 26;025336;Elmshorn-Klostersande;53.7461492;9.650997
837;Krohnstieg 55;022415;Hamburg-Langenhorn;53.6478422;10.0100227
838;Hamburger Str. 207;025336;Elmshorn;53.7490933;9.690678900000002
839;Hamburger Str. 207;025337;Elmshorn-Industriegebiet;53.7491485;9.690761499999999
840;August-Krogmann-Str. 192;022159;Hamburg-Farmsen;53.6224029;10.1130157
841;An der Ost-West Brücke 1;025335;Elmshorn;53.7601396;9.658467
842;Sieker Landstr. 45;022143;Hamburg-Rahlstedt;53.6076839;10.1787154
843;Seerauer Str. 39;029439;Lüchow;52.9750577;11.1645076
844;Kohfurth 5;022850;Norderstedt;53.6875857;9.983355999999999
845;Güttloh 7-9;025451;Quickborn;53.7207399;9.9025336
846;Hellmesbergerweg 35;022145;Hamburg-Rahlstedt;53.6317154;10.1821244
847;Segeberger Chaussee 173-175;022851;Norderstedt;53.68707089999999;10.0294312
848;Kerntangente 2;021493;Schwarzenbek;53.5044295;10.4879727
849;Drawehner-Tor-Str. 53;029456;Hitzacker;53.150614;11.0465103
850;Claus-Ferck-Str. 35-37;022359;Hamburg-Volksdorf;53.65189549999999;10.1649278
851;An den Ratswiesen 5;029451;Dannenberg;53.1021628;11.1008703
852;Heisenbergstr. 8-10;025541;Brunsbüttel;53.9003218;9.1253642
853;Ostfriesenstr. 1;026757;Borkum;53.5807539;6.6911806
854;Königstr. 10-14;025355;Barmstedt;53.78890269999999;9.7683088
855;Ferdinand-Harten-Str. 2-6;022949;Ammersbek;53.6789729;10.1453326
856;Ulzburger Str. 446-454;022844;Norderstedt;53.7291792;9.9978169
857;Poppenbütteler Chaussee 35;022397;Hamburg-Duvenstedt;53.70462269999999;10.1041021
858;Büchener Str. 1;021514;Büchen;53.4843181;10.6154606
859;Hamburger Str. 65-71;022926;Ahrensburg;53.66749069999999;10.2302539
860;Jacobsrade 56-66;022962;Siek;53.6442414;10.2902718
861;Hafenstr. 16-18;025709;Marne;53.94967159999999;9.0084223
862;Poststr. 15-23;022946;Trittau;53.6090014;10.4104385
863;Am Bahnbogen 8;024558;Henstedt-Ulzburg;53.80026549999999;9.9789415
864;Carl-Zeiss-Str. 1;025524;Itzehoe;53.9223302;9.506939899999999
865;Zu den Fischteichen 1A;022941;Bargteheide;53.7230269;10.2546211
866;Flottkamp 8;024568;Kaltenkirchen;53.8345219;9.963904699999999
867;Lise-Meitner-Str. 1;025524;Itzehoe;53.9507904;9.493707299999999
868;Segeberger Str. 20;023866;Nahe;53.7992036;10.1469971
869;Hauptstr. 81;023898;Sandesneben;53.6888117;10.4863988
870;An der Stör 4;025548;Kellinghusen;53.9471692;9.7158477
871;Hamburger Str. 55;024576;Bad Bramstedt;53.9076195;9.8821589
872;Grambeker Weg 55-57;023879;Mölln;53.6177836;10.6780324
873;Ernst-Günther-Albers-Str. 11-15;025704;Meldorf;54.09438609999999;9.0635927
874;Industriestr. 7;023843;Bad Oldesloe;53.8022723;10.3879615
875;Heider Str. 6;025761;Büsum;54.1375468;8.872543
876;Bahnhofsallee 43;023909;Ratzeburg;53.6978827;10.7425016
877;Hamburger Chaussee 15;023858;Reinfeld;53.8242657;10.4944624
878;Süderstr. 38B;025767;Albersdorf;54.1403299;9.2864084
879;Itzehoer Str. 42;024594;Hohenwestedt;54.0849524;9.6508973
880;Kronsheider Str. 20;023812;Wahlstedt;53.9496204;10.2006966
881;Meldorfer Str. 151;025746;Heide;54.1835152;9.0910493
882;Schanzenstr. 9;025746;Heide;54.1970592;9.1320032
883;Lindhofstr. 14;023795;Bad Segeberg;53.9520762;10.3108361
884;Von-Humboldt-Str. 1;025746;Wesseln;54.2065536;9.087115299999999
885;Industriestr. 5;024647;Wasbek;54.0730763;9.9170123
886;Wasbeker Str. 335;024537;Neumünster-Faldera;54.0701933;9.9655664
887;Wasbeker Str. 335;024534;Neumünster;54.0685057;9.941477899999999
888;Fehmarnstr. 13;024539;Neumünster-Wittorf;54.0606623;9.9716199
889;Berliner Str. 14;023568;Lübeck;53.8469706;10.6832297
890;Ziegelstr. 113-119;023556;Lübeck-Buntekuh;53.8631044;10.6539976
891;Moislinger Allee 54;023558;Lübeck-St.Lorenz Süd;53.8589816;10.6699317
892;Osterweide 12;023562;Lübeck-St.Jürgen;53.841243;10.7111072
893;Stover Weg 2;024536;Neumünster-Tungendorf;54.09918949999999;9.988165500000001
894;Krempelsdorfer Allee 32-36;023556;Lübeck-St.Lorenz Nord;53.88142819999999;10.6585222
895;Kantstr. 11;023566;Lübeck-Marli;53.86499449999999;10.7214473
896;Nordergeest 3;025826;St.Peter-Ording;54.3053457;8.6459025
897;Lohkamp 33-35;024589;Nortorf;54.1652245;9.8581989
898;Kieler Tor 25;024619;Bornhöved;54.0739262;10.2298657
899;Dithmarscher str. 3;025832;Tönning;54.32396;8.9527
900;Kieler Str. 48;024582;Bordesholm;54.1794727;10.0274338
901;Heidkoppel 1;024803;Erfde;54.31101959999999;9.3325462
902;Dassower Str. 8B;023923;Schönberg;53.8555421;10.9273463
903;Lübecker Str. 2;023623;Ahrensbök;54.0096846;10.5718881
904;Solmitzstr. 26;023569;Lübeck-Kücknitz;53.9147537;10.8064111
905;Kreishafenstr. 5;024768;Rendsburg;54.2933294;9.6712407
906;Rendsburger Str. 31-33;024787;Fockbek;54.307175;9.605718
907;Van-Wouwer-Str. 2;025840;Friedrichstadt;54.37929870000001;9.071300599999999
908;August-Borsig-Str. 1;024783;Osterrönfeld;54.29575209999999;9.708910399999999
909;Schleswiger Chaussee 31-35;024768;Rendsburg;54.311572;9.646087399999999
910;Gneversdorfer Weg 28;023570;Lübeck-Travemünde;53.9615351;10.8607947
911;Sportallee 3;024782;Büdelsdorf;54.3193227;9.690264899999999
912;Bullenwarder;024306;Plön;54.15918019999999;10.4133415
913;Hamburger Landstr. 110;024113;Molfsee;54.27185590000001;10.072619
914;Ziegelhof 2;023936;Grevesmühlen;53.8641779;11.1783252
915;Plöner Landstr. 9;023701;Eutin;54.1285047;10.5791422
916;Lindenstr. 80;024211;Preetz;54.2293862;10.2679092
917;Bürgermeister-Steenbock-Str. 22-24;023701;Eutin;54.1285452;10.6216332
918;Rendsburger Landstr. 360;024111;Kiel-Russee;54.3008228;10.0731484
919;Industriestr. 2;024848;Kropp;54.41333909999999;9.522535699999999
920;Ostenfelder Str. 72;025813;Husum-Ostenfeld;54.4699436;9.0917165
921;Stormarnstr. 33;024113;Kiel-Gaarden Süd;54.3060316;10.1273991
922;Preetzer Str. 306;024147;Kiel-Elmschenhagen;54.2973082;10.1692359
923;Mergenthaler Str. 24;024223;Raisdorf;54.2890981;10.220536
924;Kirchhofallee 68;024114;Kiel-Südfriedhof;54.3160379;10.118283
925;Eutiner Str. 71;023730;Neustadt/ Holstein;54.0992532;10.7945183
926;Werftstr. 197;024143;Kiel-Gaarden Ost;54.31286120000001;10.1414704
927;Dieselstr. 9;025813;Husum;54.49147929999999;9.076699300000001
928;Kieler Str. 32-38;024119;Kronshagen;54.3301932;10.0904849
929;Oldenburger Str. 34;023730;Neustadt/ Holstein;54.1111438;10.8253758
930;Wischhofstr. 80;024148;Kiel-Wellingdorf;54.323924;10.181861
931;Boltenhagener Str. 10B;023948;Klütz;53.9679709;11.1717353
932;Ravensberg 14-16;024214;Gettorf;54.4143716;9.9821285
933;Sauerstr. 6A;024340;Eckernförde;54.4494154;9.832708199999999
934;Am kleinen Stadtfeld 8;023970;Wismar-Rothentor;53.8744916;11.4464715
935;Lübsche Str. 203;023966;Wismar-Friedenshof;53.8958253;11.4276701
936;Falckensteiner Str. 40;024159;Kiel-Friedrichsort;54.3937701;10.1755473
937;Lattenkamp 2;024837;Schleswig;54.5307763;9.5301922
938;Ostlandstr. 98;024340;Eckernförde;54.4874918;9.8254815
939;Königsberger Str. 1;024321;Lütjenburg;54.29518359999999;10.5971212
940;Am Wiesengrund 3;023970;Wismar-Nord;53.911444;11.48426
941;Husumer Str. 65;025821;Breklum;54.6092009;8.9781245
942;Lübecker Straße;023738;Lensahn;54.21716929999999;10.8833287
943;Große Mühlenstr. 51;024217;Schönberg;54.3886157;10.3829648
944;Pöttacker 2;024860;Böklund;54.6004923;9.588700399999999
945;Hemkweg 6;025938;Wyk auf Föhr;54.6939973;8.567021900000002
946;Am Vossberg 3;023758;Oldenburg/ Holstein;54.2930272;10.9117393
947;Wanderuper Str. 11;024963;Tarp;54.6664373;9.394739999999999
948;Schleswiger Str. 5;024392;Süderbrarup;54.6356818;9.7699366
949;Bernard-Liening-Str. 13;024376;Kappeln;54.653073;9.9489158
950;Bahnhofstr. 36;025899;Niebüll;54.7821706;8.8282059
951;Osterfeld 2;024980;Schafflund;54.7614725;9.1921647
952;Industriestr. 28;025917;Leck;54.7782054;8.981851400000002
953;Sundweg 113;023774;Heiligenhafen;54.3659235;11.0078776
954;Tarper Str. 9;024966;Sörup;54.7229143;9.6761217
955;Raiffeisenstr. 8;024983;Handewitt;54.7694179;9.3244777
956;Zur Bleiche 4;024941;Flensburg-Rude;54.771423;9.4331715
957;Friesische Str. 171-191;024937;Flensburg-Friesischer Berg;54.7778936;9.4160266
958;Neustadt 23;024939;Flensburg-Duburg;54.796841;9.4265403
959;Musbeker Weg 1B;024955;Harrislee;54.8019197;9.396007599999999
960;Merkurstr. 24;024943;Flensburg-Engelsby;54.79606649999999;9.477963599999999
961;Nordstr. 2;024395;Gelting;54.7461147;9.8916735
962;Birkland 1;024999;Wees;54.8071437;9.514750900000001
963;Hauptstr. 38;025923;Süderlügum;54.8748576;8.9102523
964;Kiarwai 18-24;025980;Sylt-Tinnum;54.90108;8.329369999999999
965;Landkirchener Weg 38-40;023769;Burg/ Fehmarn;54.44229319999999;11.1812495
966;Jöllenbecker Str. 41;033613;Bielefeld-Mitte;52.0306219;8.5276439
967;Babenhauser Str. 18;033613;Bielefeld-Schildesche;52.05924479999999;8.5169807
968;Stadtheider Str. 11;033609;Bielefeld-Schildesche;52.0366763;8.5520976
969;Heeper Str. 113;033607;Bielefeld-Mitte;52.0230539;8.5559844
970;Oldentruper Str. 255;033719;Bielefeld-Oldentrup;52.01220929999999;8.5971092
971;Kimbernstr. 1;033647;Bielefeld-Brackwede;51.9897731;8.5071528
972;Detmolder Str. 550;033699;Bielefeld-Hillegossen;51.99317449999999;8.604730499999999
973;Bahnhofstr. 21A;033803;Steinhagen;52.0081872;8.4130383
974;Gütersloher Str. 299;033649;Bielefeld-Ummeln;51.9714492;8.466865
975;Industriestr. 8;033689;Bielefeld-Sennestadt;51.953254;8.5756491
976;Elsa-Brandström-Str. 1;033790;Halle/ Westfalen;52.054386;8.3730944
977;Lange Str. 35-37;032139;Spenge;52.1414597;8.4826842
978;Lambernweg 46;032130;Enger;52.1478001;8.562153
979;Westring 70;032051;Herford;52.1174735;8.653999899999999
980;Krentruper Str. 34;033818;Leopoldshöhe;52.0115541;8.703135999999999
981;Mindener Str. 69;032049;Herford;52.1252252;8.6824335
982;Herforder Str. 82;032105;Bad Salzuflen;52.09088879999999;8.7288771
983;Bünder Str. 256;032120;Hiddenhausen;52.1564761;8.6437695
984;Hoffmannstr. 19;032105;Bad Salzuflen;52.07729459999999;8.7524859
985;Herforder Str. 13;032257;Bünde;52.1944625;8.5884087
986;Lüchtenstr. 61;033758;Schloß Holte-Stukenbrock;51.9078293;8.6527586
987;Carl-Bertelsmann-Str. 152;033332;Gütersloh-Sundern;51.90503200000001;8.394546
988;Lübbecker Str. 74;032257;Bünde-Spradow;52.2067098;8.594655399999999
989;Westring 11;033415;Verl;51.8787911;8.4919286
990;Lübbecker Str. 149;032278;Kirchlengern;52.2073659;8.638115899999999
991;Neuenkirchener Str. 100;033332;Gütersloh-Kattenstroth;51.893211;8.3818801
992;Auf dem Stempel 10;033334;Gütersloh;51.9052689;8.346313199999999
993;Triftenstr. 76;032791;Lage;51.98990569999999;8.8121031
994;Alte Bünder Str. 16;032584;Löhne;52.1979572;8.7148101
995;Berliner Ring 40;033428;Harsewinkel;51.96569;8.2445193
996;Adolf-Meier-Str. 38;032758;Detmold-Heidenoldendorf;51.944708;8.8343864
997;Herforder Str. 71;032657;Lemgo;52.0280516;8.8833617
998;Sprottauer Str. 1;032756;Detmold-Süd;51.9406504;8.856874099999999
999;Meyrastr. 1;032602;Vlotho;52.15337719999999;8.841495499999999
1000;Weserstr. 61;032547;Bad Oeynhausen-Süd;52.197945;8.8157795
1001;Am Bahnhof 4;033397;Rietberg;51.8177251;8.4304652
1002;Knetterhauser Str. 15;033775;Versmold;52.0419332;8.142648
1003;Dingelkamp 2;032549;Bad Oeynhausen-Eidinghausen;52.2168961;8.8030555
1004;Anne-Frank-Str. 7;032756;Detmold;51.94729290000001;8.8968039
1005;Feldhüserweg 20;033378;Rheda-Wiedenbrück;51.8431314;8.2946327
1006;Mindener Straße;032361;Preussisch Oldendorf;52.2991044;8.508880699999999
1007;Marktstr. 2;032361;Preußisch Oldendorf;52.30484089999999;8.4966402
1008;Am Hahlerbaum 1;032312;Lübbecke;52.3050753;8.601020499999999
1009;Am Bahnhof 36;032312;Luebbecke;52.30506;8.60107
1010;Brenkenkamp 4;033129;Delbrück;51.7664443;8.560726899999999
1011;Bahnhofstr. 44;032805;Horn-Bad Meinberg;51.8774477;8.9553397
1012;Hatzfelder Str. 73;033104;Paderborn-Schloß Neuhaus;51.7535009;8.727433999999999
1013;An der Weberei 2;033175;Bad Lippspringe;51.7763095;8.805486799999999
1014;Portastr. 119;032457;Porta Westfalica-Barkhausen;52.2639273;8.9066505
1015;Mindener Str. 94-96;032479;Hille;52.3350456;8.746919799999999
1016;Zur Porta 1;032457;Porta Westfalica-Neesen;52.2516251;8.9297718
1017;Königstr. 170A;032427;Minden;52.2922756;8.8844239
1018;Schwabenweg 81;033102;Paderborn;51.7467854;8.7561628
1019;Meßdornstr. 3;033106;Paderborn-Elsen;51.7300295;8.6913907
1020;Gerhard-Wetzel-Str. 9;032339;Espelkamp;52.375919;8.6314695
1021;Neuhäuser Str. 127;033102;Paderborn;51.72881899999999;8.730482
1022;Stiftstr. 51-53;032427;Minden;52.2987222;8.9112724
1023;Viktoriastr. 39-41;032423;Minden;52.2879654;8.9439926
1024;Bahnhofstr. 84;033102;Paderborn;51.71269170000001;8.7330116
1025;Breslauer Str. 8;032699;Bösingfeld;52.06858;9.1077043
1026;Alter Dreschplatz 2;032825;Blomberg;51.94456630000001;9.0972508
1027;Alverdisser Str. 30;032683;Barntrup;51.9968662;9.121456799999999
1028;Bahnhofsallee 5;031737;Rinteln;52.1981911;9.0792997
1029;Dessauer Str. 2;033106;Paderborn;51.6966033;8.7372904
1030;Warburger Str. 130;033100;Paderborn;51.705369;8.7770323
1031;Navarrastr. 37;033106;Paderborn;51.687432;8.732326200000001
1032;Geseker Str. 30;033154;Salzkotten;51.6700872;8.5964841
1033;Lipper Tor 4;032839;Steinheim;51.8773294;9.0876209
1034;Hannoversche Str. 18;031675;Bückeburg;52.2634681;9.0619782
1035;Eisenbahnstr. 20;032369;Rahden;52.42977500000001;8.6234281
1036;Bahnhofstr. 1;033178;Borchen;51.66047349999999;8.716755
1037;Vehlener Str. 13;031683;Obernkirchen;52.27075439999999;9.1171122
1038;Mühlenstr. 12;033014;Bad Driburg;51.7324733;9.0237756
1039;Dingbreite 1;032469;Petershagen-Lahde;52.3757113;8.9966294
1040;Hesper Str. 33;031693;Hespe-Stemmen;52.3218781;9.1076616
1041;Münchhausenring 6;031840;Hessisch Oldendorf;52.16794470000001;9.2437758
1042;Bahnhofstr. 63;031812;Bad Pyrmont;51.97816839999999;9.2666097
1043;Bahnhofstr. 41;033142;Büren;51.5577857;8.5540074
1044;Breslauer str. 4;031655;Stadthagen;52.324237;9.1937331
1045;Mühlenstr. 6-10;031600;Uchte;52.4989268;8.9041386
1046;Nienstedter Weg 2;031789;Hameln-Klein Berkel;52.0844925;9.3552042
1047;Reimerdeskamp 9;031787;Hameln-Nordstadt;52.1183468;9.355433699999999
1048;Ohsener Str. 11;031789;Hameln-Gewerbegebiet;52.0991835;9.362037299999999
1049;Ohsener Str. 11;031785;Hameln;52.0991604;9.3619732
1050;Warburger Str. 17;033034;Brakel;51.7138308;9.1801806
1051;Deisterstr. 85;031785;Hameln;52.103884;9.3760623
1052;Hauptstr. 57-63;031860;Emmerthal-Kirchohsen;52.0477893;9.3864006
1053;Lütmarser Str. 76;037671;Höxter;51.7739814;9.3601767
1054;Auf dem Weinberge 2;031592;Stolzenau;52.5232489;9.0751429
1055;Am Rohmel-Center 1;031848;Bad Münder;52.1942219;9.4646841
1056;Gehrenbreite 6;031542;Bad Nenndorf;52.34305879999999;9.3838179
1057;Ernst-Reuter-Str. 9;037619;Bodenwerder;51.9824898;9.506572
1058;Allersheimer Str. 38;037603;Holzminden;51.83399;9.4608078
1059;Bahnstr. 3;034431;Marsberg;51.4631415;8.8560866
1060;Steinklippen Str. 7;030890;Barsinghausen;52.31645890000001;9.464955999999999
1061;Blankenauer Str. 10;037688;Beverungen;51.6728256;9.3763578
1062;Am Kalkwerk 2A;031832;Springe;52.215575;9.5511409
1063;Großenheidorner Str. 1;031515;Wunstorf-Steinhude;52.4543744;9.3594134
1064;Paderborner Tor 144;034414;Warburg;51.49144;9.13528
1065;Hagenburger Str. 6;031515;Wunstorf;52.4300214;9.4240143
1066;Industriestr. 8;031515;Wunstorf;52.4183476;9.4517235
1067;Adolf-Oesterheld-Str. 32;031515;Wunstorf;52.41355;9.46459
1068;Neue Str. 38;037627;Stadtoldendorf;51.8817714;9.6320633
1069;Göttinger Str. 1;031582;Nienburg;52.6338409;9.2215673
1070;Bahnhofstr. 64-66;034454;Bad Arolsen;51.38176000000001;9.006530099999999
1071;Landwehr 9;031535;Neustadt/ Rübenberge;52.5046759;9.452354099999999
1072;Verdener Landstr. 62;031582;Nienburg;52.653723;9.2198371
1073;Justus-von-Liebig-Str. 21;031535;Neustadt/ Rübenberge;52.5090397;9.475959699999999
1074;Hannoversche Str. 81A;030926;Seelze;52.3930664;9.614199
1075;Briloner Str. 72;034508;Willingen;51.2946392;8.6011793
1076;Auf der Horst 66-70;030823;Garbsen;52.42193;9.594669999999999
1077;Ilmestr. 20;037586;Dassel;51.79867369999999;9.6980474
1078;Industriestr. 6;034369;Hofgeismar;51.4993756;9.389998100000001
1079;Gartenstr. 30;030453;Hannover-Ahlem;52.3774947;9.6606872
1080;Tresckowstr. 43;030457;Hannover-Mühlenberg;52.337379;9.6936906
1081;Siemensstr. 2;030827;Garbsen-Berenbostel;52.4432439;9.6107601
1082;Bethelner Landstr. 15;031028;Gronau;52.0873626;9.785224399999999
1083;Hauptstr. 47-50;031171;Nordstemmen;52.16111900000001;9.7824074
1084;Wiesenstr. 29;037170;Uslar;51.6605178;9.628464899999999
1085;Alte Stöckener Str. 95-97;030419;Hannover-Stöcken;52.4147078;9.6513086
1086;Tillystr. 31;030459;Hannover-Ricklingen;52.3368408;9.7179466
1087;Weetzener Landstr. 102;030966;Hemmingen;52.3195348;9.731858899999999
1088;Hannoversche Str. 46;031061;Alfeld/ Leine;51.98612259999999;9.806358
1089;Bardowicker Str. 12;030449;Hannover-Linden;52.3690308;9.7042554
1090;Göttinger Str. 11-13;030982;Pattensen;52.2687627;9.7639938
1091;Arolser Landstr. 35;034497;Korbach;51.2817695;8.8760932
1092;Medebacher Landstr. 23;034497;Korbach;51.27069119999999;8.855864300000002
