JAHR;RS;GEBIET;EINK_JE_EINW;ANTEIL_ARBEITSLOSE;ANTEIL_ARBEITSLOSE_ALTER_15_24;ANTEIL_ARBEITSLOSE_ALTER_55_64;ANTEIL_LANGZEITARBEITSLOSE;ANTEIL_ARBEITSLOSE_AUSLAENDER;ANZAHL_BEANTR_VERFAHREN;ANZAHL_EROEFFNETE_VERFAHREN;ANZAHL_ABGEW_VERFAHREN;ANZAHL_BEANTR_VERFAHREN_MIT_SCHULDPLAN;ANZAHL_BESCHAEFTIGTE;FORDERUNGEN_TSD_EURO;ANTEIL_SIEDLUNG_VERKEHR;ANTEIL_ERHOLUNGSFLAECHE;ANTEIL_LANDWIRTSCHAFTSFLAECHE;ANTEIL_WALDFLAECHE
2015;100411000000;Saarbrücken, Landeshauptstadt;;;8.0;16.8;42.6;24.1;447.0;420.0;25.0;2.0;660.0;46874.0;35.6;1.9;18.3;44.4
2010;100420000000;Merzig-Wadern, Landkreis;16278.0;5.7;10.9;16.8;30.3;10.3;156.0;139.0;11.0;6.0;135.0;14859.0;13.3;0.8;46.2;38.5
2011;100420000000;Merzig-Wadern, Landkreis;16717.0;4.9;9.5;20.4;32.5;10.9;168.0;144.0;12.0;12.0;1199.0;296375.0;13.4;0.8;45.9;38.7
2012;100420000000;Merzig-Wadern, Landkreis;17071.0;4.9;11.4;19.0;29.3;11.3;182.0;163.0;14.0;5.0;76.0;16539.0;13.4;0.8;45.8;38.7
2013;100420000000;Merzig-Wadern, Landkreis;17430.0;5.1;11.5;18.3;28.6;12.0;134.0;125.0;7.0;2.0;28.0;19077.0;13.5;0.8;45.7;38.7
2014;100420000000;Merzig-Wadern, Landkreis;17829.0;5.2;9.9;21.4;32.0;13.8;150.0;141.0;8.0;1.0;47.0;13103.0;13.5;0.8;45.7;38.7
2015;100420000000;Merzig-Wadern, Landkreis;18309.0;5.2;11.8;21.8;32.5;16.3;130.0;115.0;11.0;4.0;327.0;48744.0;13.5;0.8;45.7;38.7
2010;100430000000;Neunkirchen, Landkreis;17640.0;7.9;11.2;16.1;29.8;11.7;437.0;411.0;26.0;0.0;129.0;35660.0;26.3;1.1;42.3;29.1
2011;100430000000;Neunkirchen, Landkreis;18156.0;7.0;10.4;17.6;33.0;12.3;440.0;422.0;17.0;1.0;86.0;30584.0;26.3;1.1;42.2;29.1
2012;100430000000;Neunkirchen, Landkreis;18367.0;7.3;11.6;18.8;31.7;13.0;372.0;352.0;20.0;0.0;154.0;26801.0;26.4;1.1;42.2;29.1
2013;100430000000;Neunkirchen, Landkreis;18592.0;8.0;11.9;19.5;33.8;12.6;400.0;383.0;17.0;0.0;467.0;32595.0;26.4;1.1;42.2;29.1
2014;100430000000;Neunkirchen, Landkreis;19049.0;8.2;11.0;20.5;35.7;14.5;401.0;370.0;31.0;0.0;237.0;28499.0;26.4;1.1;42.2;29.1
2015;100430000000;Neunkirchen, Landkreis;19506.0;8.2;10.4;19.1;35.9;18.1;392.0;378.0;14.0;-0.6;217.0;33480.0;26.4;1.1;42.2;29.1
2010;100440000000;Saarlouis, Landkreis;17679.0;6.2;9.9;16.5;31.8;15.1;358.0;324.0;29.0;5.0;154.0;34422.0;22.9;1.1;48.4;25.4
2011;100440000000;Saarlouis, Landkreis;18196.0;5.6;9.5;18.5;31.5;15.0;397.0;368.0;25.0;4.0;125.0;64468.0;23.0;1.1;48.3;25.3
2012;100440000000;Saarlouis, Landkreis;18977.0;5.8;13.4;18.1;32.7;16.5;360.0;330.0;25.0;5.0;235.0;35385.0;23.1;1.1;48.3;25.3
2013;100440000000;Saarlouis, Landkreis;19339.0;6.6;11.8;19.2;35.0;17.0;347.0;331.0;16.0;0.0;439.0;50876.0;23.2;1.1;48.2;25.3
2014;100440000000;Saarlouis, Landkreis;19800.0;6.1;8.5;19.5;38.1;18.3;364.0;334.0;28.0;2.0;408.0;40239.0;23.4;1.1;47.9;25.3
2015;100440000000;Saarlouis, Landkreis;20303.0;5.6;6.8;19.4;37.5;19.8;369.0;345.0;22.0;2.0;322.0;51658.0;23.4;1.1;47.9;25.3
2010;100450000000;Saarpfalz-Kreis;19288.0;6.3;10.6;17.7;34.6;11.8;340.0;295.0;40.0;5.0;289.0;34826.0;19.6;0.8;45.4;33.1
2011;100450000000;Saarpfalz-Kreis;19843.0;5.5;8.8;22.0;38.6;12.6;330.0;292.0;36.0;2.0;262.0;68535.0;19.6;0.8;45.3;33.2
2012;100450000000;Saarpfalz-Kreis;20526.0;5.5;10.1;21.5;31.3;13.4;286.0;250.0;31.0;5.0;246.0;32310.0;19.7;0.8;45.2;33.3
2013;100450000000;Saarpfalz-Kreis;20857.0;6.0;10.0;21.9;34.1;13.9;280.0;254.0;24.0;2.0;508.0;302518.0;19.7;0.8;45.1;33.3
2014;100450000000;Saarpfalz-Kreis;21344.0;5.7;9.1;22.9;36.7;14.6;250.0;226.0;23.0;1.0;131.0;32050.0;19.7;0.8;45.1;33.3
2015;100450000000;Saarpfalz-Kreis;21889.0;5.4;8.6;23.5;37.1;17.5;220.0;198.0;21.0;1.0;79.0;21085.0;19.7;0.8;45.1;33.3
2010;100460000000;St. Wendel, Landkreis;23588.0;4.8;9.0;18.3;28.6;6.8;173.0;163.0;9.0;1.0;282.0;26269.0;15.4;0.9;49.2;33.1
2011;100460000000;St. Wendel, Landkreis;24395.0;4.0;7.1;23.0;29.1;6.9;116.0;106.0;9.0;1.0;97.0;12398.0;15.5;0.9;48.9;33.3
2012;100460000000;St. Wendel, Landkreis;24022.0;3.8;7.8;22.9;24.1;7.3;168.0;153.0;15.0;0.0;92.0;20963.0;15.6;0.9;48.7;33.4
2013;100460000000;St. Wendel, Landkreis;24187.0;4.2;8.2;23.6;23.6;7.5;142.0;136.0;6.0;0.0;72.0;9268.0;15.6;0.9;48.6;33.5
2014;100460000000;St. Wendel, Landkreis;24871.0;4.0;7.7;26.2;29.1;8.4;161.0;151.0;10.0;0.0;41.0;12261.0;15.6;0.9;48.6;33.5
2015;100460000000;St. Wendel, Landkreis;25504.0;3.8;6.7;25.6;26.9;10.4;190.0;185.0;5.0;-6.938893903907228e-17;66.0;16025.0;15.6;0.9;48.6;33.5
2010;110000000000;Berlin;17856.0;13.6;9.9;11.8;36.1;20.9;7910.0;7122.0;738.0;50.0;4194.0;1747103.0;70.3;11.5;4.2;18.3
2011;110000000000;Berlin;18183.0;13.3;9.5;13.1;33.9;21.4;7656.0;6972.0;629.0;55.0;6407.0;1983768.0;70.4;11.9;4.2;18.3
2012;110000000000;Berlin;18380.0;12.3;9.9;13.9;34.3;22.0;7236.0;6537.0;650.0;49.0;6785.0;2454775.0;70.1;11.9;4.4;18.3
2013;110000000000;Berlin;18369.0;11.7;9.1;14.7;33.4;22.9;6691.0;5907.0;702.0;82.0;4389.0;1680876.0;70.2;12.0;4.4;18.3
2014;110000000000;Berlin;18604.0;11.1;8.3;15.4;32.6;24.0;6147.0;5375.0;680.0;92.0;3852.0;1233392.0;70.2;12.0;4.3;18.4
2015;110000000000;Berlin;19095.0;10.7;7.7;16.1;32.0;25.8;5928.0;5148.0;634.0;146.0;4525.0;1364096.0;70.2;12.0;4.3;18.4
2010;120000000000;Brandenburg;17005.0;11.1;10.6;19.1;37.0;2.8;6130.0;5797.0;272.0;61.0;2238.0;784172.0;9.2;0.7;49.4;35.4
2011;120000000000;Brandenburg;17592.0;10.7;9.4;20.7;36.5;2.9;5759.0;5497.0;231.0;31.0;2013.0;904562.0;9.3;0.7;49.3;35.5
2012;120000000000;Brandenburg;17723.0;10.2;8.8;21.8;39.6;3.1;5325.0;5037.0;243.0;45.0;3646.0;809891.0;9.3;0.8;49.3;35.6
2013;120000000000;Brandenburg;18155.0;9.9;8.1;23.1;40.4;3.4;4972.0;4727.0;209.0;36.0;2455.0;603118.0;9.4;0.9;49.3;35.5
2014;120000000000;Brandenburg;18435.0;9.4;7.0;24.6;42.2;3.8;4686.0;4494.0;161.0;31.0;2500.0;588407.0;9.4;0.9;49.3;35.5
2015;120000000000;Brandenburg;18908.0;8.7;5.9;25.5;42.8;4.6;4167.0;4027.0;116.0;24.0;1846.0;793126.0;9.4;0.9;49.3;35.5
2010;120510000000;Brandenburg an der Havel, Kreisfreie Stadt;15309.0;13.8;12.2;17.0;37.9;3.9;287.0;277.0;10.0;0.0;14.0;16230.0;22.1;2.2;29.6;28.7
2011;120510000000;Brandenburg an der Havel, Kreisfreie Stadt;15829.0;14.1;10.6;19.5;34.7;3.7;264.0;251.0;11.0;2.0;164.0;147858.0;22.0;2.2;29.5;28.8
2012;120510000000;Brandenburg an der Havel, Kreisfreie Stadt;15950.0;13.8;9.8;21.0;42.6;3.8;285.0;277.0;8.0;0.0;34.0;15892.0;22.1;2.3;29.5;28.8
2013;120510000000;Brandenburg an der Havel, Kreisfreie Stadt;16228.0;12.9;9.8;22.1;45.6;4.0;260.0;249.0;11.0;0.0;69.0;15222.0;22.1;3.3;29.6;28.7
2014;120510000000;Brandenburg an der Havel, Kreisfreie Stadt;16618.0;12.8;7.9;23.2;43.5;4.2;236.0;233.0;3.0;0.0;25.0;25789.0;22.1;3.3;29.6;28.7
2015;120510000000;Brandenburg an der Havel, Kreisfreie Stadt;17120.0;12.0;6.7;23.9;49.1;4.9;196.0;191.0;5.0;-1.2;9.0;101289.0;22.1;3.3;29.6;28.7
2010;120520000000;Cottbus, Kreisfreie Stadt;16388.0;12.8;12.7;16.9;38.6;4.6;253.0;238.0;8.0;7.0;52.0;21088.0;30.0;5.2;30.2;20.9
2011;120520000000;Cottbus, Kreisfreie Stadt;16761.0;12.9;11.7;17.1;34.8;4.8;237.0;225.0;10.0;2.0;153.0;24788.0;30.0;5.2;30.2;20.9
2012;120520000000;Cottbus, Kreisfreie Stadt;17673.0;12.1;10.6;18.3;41.0;4.9;233.0;208.0;16.0;9.0;190.0;31578.0;30.2;5.2;30.1;20.8
2013;120520000000;Cottbus, Kreisfreie Stadt;18869.0;11.8;9.2;19.8;39.3;5.3;243.0;231.0;11.0;1.0;160.0;22143.0;30.1;5.4;30.2;20.9
2014;120520000000;Cottbus, Kreisfreie Stadt;19387.0;11.0;7.6;20.1;38.9;5.9;248.0;241.0;7.0;0.0;122.0;15812.0;30.2;5.4;30.1;20.9
2015;120520000000;Cottbus, Kreisfreie Stadt;20064.0;10.0;5.1;20.5;39.1;6.5;227.0;222.0;5.0;3.2717112687144834;110.0;23895.0;30.3;5.3;30.1;21.0
2010;120530000000;Frankfurt (Oder), Kreisfreie Stadt;15191.0;13.8;10.0;17.4;40.5;6.3;184.0;171.0;8.0;5.0;54.0;14545.0;23.8;4.8;44.3;26.8
2011;120530000000;Frankfurt (Oder), Kreisfreie Stadt;15713.0;13.7;8.4;18.7;42.7;6.4;214.0;201.0;11.0;2.0;54.0;18169.0;23.8;4.8;44.3;26.8
2012;120530000000;Frankfurt (Oder), Kreisfreie Stadt;15664.0;14.1;7.7;20.0;46.5;6.9;205.0;193.0;8.0;4.0;38.0;10820.0;23.8;4.8;44.4;26.8
2013;120530000000;Frankfurt (Oder), Kreisfreie Stadt;15826.0;14.3;6.9;21.7;48.9;7.4;182.0;169.0;4.0;9.0;413.0;99343.0;23.9;5.2;44.9;26.8
2014;120530000000;Frankfurt (Oder), Kreisfreie Stadt;16298.0;13.1;5.8;22.9;47.6;8.0;153.0;140.0;5.0;8.0;110.0;72382.0;23.9;5.2;44.9;26.8
2015;120530000000;Frankfurt (Oder), Kreisfreie Stadt;16876.0;11.2;5.3;22.6;47.4;9.2;151.0;141.0;7.0;3.0;11.0;7793.0;23.9;5.2;44.7;26.9
2010;120540000000;Potsdam, Kreisfreie Stadt;17723.0;8.3;11.0;13.7;27.5;9.1;422.0;400.0;19.0;3.0;107.0;57124.0;29.7;4.8;30.7;25.1
2011;120540000000;Potsdam, Kreisfreie Stadt;17921.0;7.9;10.3;15.2;28.1;9.2;425.0;406.0;18.0;1.0;99.0;51459.0;29.8;4.8;30.6;25.1
2012;120540000000;Potsdam, Kreisfreie Stadt;18100.0;7.7;9.8;15.2;29.5;9.7;360.0;346.0;13.0;1.0;87.0;48241.0;30.0;4.8;30.3;25.1
2013;120540000000;Potsdam, Kreisfreie Stadt;18385.0;7.5;8.7;16.5;30.4;9.9;374.0;356.0;15.0;3.0;124.0;71271.0;30.0;5.2;30.3;25.1
2014;120540000000;Potsdam, Kreisfreie Stadt;18618.0;7.3;7.1;18.2;31.7;11.2;324.0;310.0;13.0;1.0;326.0;28594.0;30.1;5.2;30.3;25.1
2015;120540000000;Potsdam, Kreisfreie Stadt;18976.0;7.0;6.0;19.2;33.5;12.6;228.0;220.0;7.0;1.0;44.0;40429.0;30.1;5.3;30.2;25.2
2010;120600000000;Barnim, Landkreis;17536.0;10.1;12.4;17.3;40.0;3.0;385.0;357.0;17.0;11.0;185.0;56603.0;10.5;0.4;36.2;46.0
2011;120600000000;Barnim, Landkreis;18187.0;10.3;11.2;19.3;37.1;3.1;387.0;370.0;7.0;10.0;90.0;94586.0;10.5;0.5;36.2;46.0
2012;120600000000;Barnim, Landkreis;18165.0;10.0;10.5;21.2;39.9;3.3;386.0;359.0;20.0;7.0;318.0;59273.0;10.6;0.5;36.2;46.0
2013;120600000000;Barnim, Landkreis;18389.0;9.4;9.5;23.2;41.5;3.2;359.0;333.0;22.0;4.0;304.0;40758.0;10.9;0.7;36.3;45.7
2014;120600000000;Barnim, Landkreis;18731.0;8.6;7.8;24.1;41.4;3.5;292.0;273.0;16.0;3.0;102.0;36247.0;10.9;0.7;36.2;45.7
2015;120600000000;Barnim, Landkreis;19211.0;7.8;6.8;25.1;41.8;4.2;266.0;251.0;11.0;4.0;257.0;31512.0;11.0;0.7;36.2;45.8
2010;120610000000;Dahme-Spreewald, Landkreis;17840.0;8.0;12.1;19.2;34.2;2.9;381.0;358.0;22.0;1.0;103.0;55563.0;9.0;0.4;39.2;45.3
2011;120610000000;Dahme-Spreewald, Landkreis;18534.0;7.6;9.8;21.2;21.9;3.2;393.0;378.0;13.0;2.0;52.0;51906.0;9.2;0.4;39.0;45.3
2012;120610000000;Dahme-Spreewald, Landkreis;18516.0;7.1;8.1;21.9;28.2;3.6;376.0;357.0;17.0;2.0;319.0;39108.0;9.3;0.4;38.9;45.3
2013;120610000000;Dahme-Spreewald, Landkreis;18712.0;7.2;7.2;23.5;30.8;3.5;330.0;308.0;22.0;0.0;321.0;40812.0;9.4;0.7;38.9;45.3
2014;120610000000;Dahme-Spreewald, Landkreis;18938.0;6.8;6.3;24.7;33.7;4.4;313.0;301.0;11.0;1.0;158.0;32679.0;9.4;0.7;38.9;45.3
2015;120610000000;Dahme-Spreewald, Landkreis;19322.0;6.0;3.5;26.3;35.2;5.7;280.0;272.0;7.0;1.0;292.0;39673.0;9.4;0.7;38.9;45.3
2010;120620000000;Elbe-Elster, Landkreis;15629.0;13.8;10.1;21.2;40.3;1.4;144.0;133.0;11.0;0.0;224.0;38183.0;7.9;0.6;51.4;35.7
2011;120620000000;Elbe-Elster, Landkreis;16202.0;13.7;8.9;22.4;39.5;1.5;103.0;98.0;4.0;1.0;102.0;15161.0;7.9;0.6;51.3;35.8
2012;120620000000;Elbe-Elster, Landkreis;16265.0;13.1;8.4;23.6;48.2;1.5;114.0;109.0;4.0;1.0;141.0;21743.0;7.9;0.6;51.2;35.8
2013;120620000000;Elbe-Elster, Landkreis;16728.0;12.5;7.5;26.1;47.6;1.6;142.0;136.0;5.0;1.0;152.0;26436.0;8.0;0.7;51.2;35.8
2014;120620000000;Elbe-Elster, Landkreis;17029.0;11.4;6.4;28.9;46.8;1.8;198.0;189.0;8.0;1.0;86.0;18887.0;8.0;0.7;51.2;35.8
2015;120620000000;Elbe-Elster, Landkreis;17618.0;10.5;3.8;31.4;47.8;2.0;166.0;159.0;5.0;2.0;33.0;10472.0;8.0;0.7;51.2;35.8
2010;120630000000;Havelland, Landkreis;17433.0;9.8;9.9;20.3;37.3;2.2;321.0;292.0;28.0;1.0;108.0;45117.0;10.1;0.6;59.9;25.5
2011;120630000000;Havelland, Landkreis;18038.0;9.3;8.8;21.6;40.0;2.3;288.0;275.0;11.0;2.0;67.0;26306.0;10.1;0.6;59.9;25.6
2012;120630000000;Havelland, Landkreis;17965.0;9.0;9.3;21.1;40.6;2.5;258.0;251.0;6.0;1.0;152.0;72344.0;10.1;0.6;59.8;25.6
2013;120630000000;Havelland, Landkreis;18208.0;9.3;8.8;23.1;37.2;2.5;250.0;244.0;5.0;1.0;121.0;31592.0;10.2;0.7;59.9;25.5
2014;120630000000;Havelland, Landkreis;18414.0;8.5;7.8;25.8;42.9;2.8;292.0;281.0;9.0;2.0;64.0;31158.0;10.2;0.7;59.9;25.5
2015;120630000000;Havelland, Landkreis;18751.0;7.7;7.3;26.7;42.3;3.8;233.0;224.0;8.0;1.0;39.0;24503.0;10.3;0.7;60.0;25.4
2010;120640000000;Märkisch-Oderland, Landkreis;16950.0;11.5;10.1;19.1;33.3;2.3;595.0;561.0;26.0;8.0;182.0;62968.0;10.9;1.5;61.3;23.7
2011;120640000000;Märkisch-Oderland, Landkreis;17589.0;11.0;8.9;20.9;32.2;2.5;604.0;582.0;20.0;2.0;114.0;60914.0;11.0;1.6;61.2;23.8
2012;120640000000;Märkisch-Oderland, Landkreis;17640.0;10.1;8.6;22.7;37.0;2.6;438.0;417.0;14.0;7.0;41.0;33230.0;11.1;1.6;61.2;23.8
2013;120640000000;Märkisch-Oderland, Landkreis;18029.0;9.8;8.0;24.1;36.0;2.8;475.0;452.0;18.0;5.0;69.0;26543.0;11.1;1.8;61.4;23.8
2014;120640000000;Märkisch-Oderland, Landkreis;18266.0;9.1;6.6;26.6;35.3;3.2;424.0;407.0;12.0;5.0;121.0;31979.0;11.1;1.8;61.3;23.8
2015;120640000000;Märkisch-Oderland, Landkreis;18708.0;8.6;6.0;28.0;35.1;4.1;332.0;324.0;6.0;2.0;69.0;18096.0;11.2;1.8;61.3;23.9
2010;120650000000;Oberhavel, Landkreis;17530.0;10.1;9.8;19.7;46.2;2.3;625.0;589.0;35.0;1.0;174.0;70380.0;10.4;0.6;43.0;40.0
2011;120650000000;Oberhavel, Landkreis;18064.0;9.5;8.7;21.2;46.9;2.5;562.0;540.0;22.0;0.0;312.0;67439.0;10.4;0.6;43.0;40.0
2012;120650000000;Oberhavel, Landkreis;19032.0;8.8;7.5;22.9;44.3;2.9;513.0;482.0;30.0;1.0;206.0;57916.0;10.4;0.6;42.9;40.0
2013;120650000000;Oberhavel, Landkreis;20315.0;8.9;7.4;23.9;43.8;3.0;419.0;401.0;17.0;1.0;73.0;35478.0;10.5;0.7;42.9;40.0
2014;120650000000;Oberhavel, Landkreis;20590.0;8.3;6.8;22.8;48.8;3.3;331.0;320.0;10.0;1.0;232.0;36302.0;10.5;0.7;42.8;40.0
2015;120650000000;Oberhavel, Landkreis;21060.0;7.7;6.7;23.2;48.1;4.0;344.0;341.0;2.0;1.0;100.0;32893.0;10.5;0.7;42.8;40.1
2010;120660000000;Oberspreewald-Lausitz, Landkreis;16142.0;15.6;9.5;20.7;45.5;1.5;254.0;240.0;12.0;2.0;212.0;52511.0;11.5;1.0;35.0;37.0
2011;120660000000;Oberspreewald-Lausitz, Landkreis;16705.0;15.1;8.1;21.2;44.1;1.6;219.0;211.0;8.0;0.0;38.0;15855.0;11.4;1.0;35.0;37.2
2012;120660000000;Oberspreewald-Lausitz, Landkreis;16752.0;14.0;8.1;21.2;50.7;1.7;216.0;208.0;7.0;1.0;540.0;41691.0;11.5;1.0;34.8;37.3
2013;120660000000;Oberspreewald-Lausitz, Landkreis;17078.0;13.8;7.6;22.4;48.8;2.0;210.0;200.0;5.0;5.0;54.0;18473.0;11.5;1.2;34.8;37.3
2014;120660000000;Oberspreewald-Lausitz, Landkreis;17461.0;12.5;6.1;24.4;48.9;2.3;194.0;185.0;5.0;4.0;105.0;20340.0;11.5;1.2;34.8;37.4
2015;120660000000;Oberspreewald-Lausitz, Landkreis;18084.0;11.7;3.5;25.6;47.6;3.0;166.0;162.0;1.0;3.0;118.0;20331.0;11.5;1.2;34.8;37.4
2010;120670000000;Oder-Spree, Landkreis;16896.0;10.8;11.8;19.8;33.0;3.4;491.0;471.0;10.0;10.0;152.0;51883.0;9.4;0.8;37.5;47.8
2011;120670000000;Oder-Spree, Landkreis;17509.0;10.1;10.3;22.0;33.2;3.2;423.0;402.0;17.0;4.0;123.0;45452.0;9.4;0.9;37.4;47.8
2012;120670000000;Oder-Spree, Landkreis;17598.0;9.3;9.4;22.9;33.9;3.5;401.0;376.0;23.0;2.0;220.0;69470.0;9.5;1.0;37.3;48.0
2013;120670000000;Oder-Spree, Landkreis;17936.0;9.0;8.4;24.6;44.8;3.8;363.0;349.0;14.0;0.0;98.0;33075.0;9.6;1.3;37.3;48.0
2014;120670000000;Oder-Spree, Landkreis;18248.0;9.0;7.2;26.5;46.4;4.0;331.0;314.0;16.0;1.0;43.0;30671.0;9.6;1.3;37.3;48.0
2015;120670000000;Oder-Spree, Landkreis;18612.0;8.6;7.2;27.0;47.5;5.3;290.0;270.0;18.0;2.0;66.0;26911.0;9.7;1.3;37.2;48.1
2010;120680000000;Ostprignitz-Ruppin, Landkreis;15817.0;13.2;9.9;16.6;39.2;1.3;273.0;262.0;5.0;6.0;111.0;29227.0;6.3;0.3;57.3;32.4
2011;120680000000;Ostprignitz-Ruppin, Landkreis;16381.0;12.0;8.6;18.4;35.7;1.7;277.0;255.0;20.0;2.0;150.0;29788.0;6.3;0.3;57.3;32.4
2012;120680000000;Ostprignitz-Ruppin, Landkreis;16385.0;11.1;8.2;19.8;32.0;2.0;210.0;196.0;12.0;2.0;53.0;20053.0;6.3;0.4;57.2;32.6
2013;120680000000;Ostprignitz-Ruppin, Landkreis;16783.0;10.4;8.1;19.9;30.8;1.9;189.0;181.0;8.0;0.0;14.0;14163.0;6.3;0.5;57.2;32.6
2014;120680000000;Ostprignitz-Ruppin, Landkreis;16890.0;9.7;7.5;21.8;36.3;2.0;204.0;197.0;7.0;0.0;139.0;18485.0;6.4;0.4;57.2;32.6
2015;120680000000;Ostprignitz-Ruppin, Landkreis;17362.0;9.3;7.4;21.4;33.6;2.6;233.0;222.0;11.0;0.7999999999999999;59.0;23839.0;6.4;0.4;57.2;32.6
2010;120690000000;Potsdam-Mittelmark, Landkreis;19070.0;7.5;11.3;20.7;32.9;2.2;374.0;353.0;20.0;1.0;164.0;68327.0;8.7;0.5;46.6;40.7
2011;120690000000;Potsdam-Mittelmark, Landkreis;19752.0;7.0;9.8;23.1;32.9;2.2;332.0;311.0;21.0;0.0;109.0;92228.0;8.7;0.5;46.6;40.8
2012;120690000000;Potsdam-Mittelmark, Landkreis;19735.0;6.9;9.1;24.2;35.4;2.5;323.0;296.0;27.0;0.0;875.0;190094.0;8.8;0.5;46.5;40.8
2013;120690000000;Potsdam-Mittelmark, Landkreis;20096.0;6.8;8.0;26.0;36.3;3.2;283.0;267.0;16.0;0.0;89.0;26735.0;8.9;0.6;46.4;40.7
2014;120690000000;Potsdam-Mittelmark, Landkreis;20314.0;6.3;6.9;28.0;39.3;3.8;251.0;240.0;11.0;0.0;223.0;52371.0;8.9;0.6;46.4;40.8
2015;120690000000;Potsdam-Mittelmark, Landkreis;20744.0;6.0;6.6;28.2;39.6;5.1;215.0;207.0;7.0;1.0;138.0;66214.0;8.9;0.6;46.4;40.8
2010;120700000000;Prignitz, Landkreis;16066.0;14.2;8.9;19.3;36.1;1.1;285.0;272.0;11.0;2.0;48.0;26268.0;6.7;0.3;68.0;22.9
2011;120700000000;Prignitz, Landkreis;16664.0;14.5;8.7;20.5;37.4;1.0;201.0;198.0;3.0;0.0;92.0;50753.0;6.7;0.3;68.0;22.9
2012;120700000000;Prignitz, Landkreis;16655.0;13.5;8.2;22.2;41.3;1.3;215.0;213.0;2.0;0.0;41.0;16017.0;6.8;0.3;68.0;22.9
2013;120700000000;Prignitz, Landkreis;17194.0;12.7;7.5;22.8;42.6;1.6;184.0;179.0;5.0;0.0;117.0;9884.0;6.9;0.3;68.0;22.9
2014;120700000000;Prignitz, Landkreis;17266.0;12.0;6.9;23.6;44.7;1.8;154.0;151.0;3.0;0.0;62.0;11357.0;6.9;0.3;68.0;22.9
2015;120700000000;Prignitz, Landkreis;17743.0;11.5;6.1;24.8;46.5;2.4;185.0;183.0;1.0;1.0;25.0;51893.0;6.9;0.3;68.0;22.9
2010;120710000000;Spree-Neiße, Landkreis;16599.0;11.4;7.9;23.0;38.6;1.8;251.0;240.0;10.0;1.0;142.0;28344.0;9.5;0.5;35.0;44.4
2011;120710000000;Spree-Neiße, Landkreis;17353.0;10.6;6.3;24.0;36.1;1.8;266.0;255.0;11.0;0.0;73.0;37915.0;9.6;0.5;35.0;44.4
2012;120710000000;Spree-Neiße, Landkreis;17265.0;10.1;5.8;25.3;38.6;1.9;239.0;222.0;13.0;4.0;161.0;34844.0;9.6;0.5;35.2;45.3
2013;120710000000;Spree-Neiße, Landkreis;17484.0;10.4;6.0;24.9;39.2;2.2;219.0;204.0;13.0;2.0;121.0;19033.0;9.7;0.6;35.2;45.2
2014;120710000000;Spree-Neiße, Landkreis;17926.0;10.3;5.1;26.4;39.2;2.5;229.0;215.0;13.0;1.0;246.0;59861.0;9.7;0.6;35.2;45.2
2015;120710000000;Spree-Neiße, Landkreis;18598.0;9.2;3.7;27.3;40.3;3.2;203.0;194.0;9.0;-2.6702259097294787;54.0;14143.0;9.7;0.7;35.2;45.2
2010;120720000000;Teltow-Fläming, Landkreis;17720.0;8.8;12.1;18.1;28.2;2.7;311.0;294.0;16.0;1.0;65.0;39433.0;9.6;1.0;46.0;41.5
2011;120720000000;Teltow-Fläming, Landkreis;18347.0;8.0;10.7;20.5;29.9;2.5;282.0;263.0;18.0;1.0;191.0;54824.0;9.6;1.0;46.0;41.5
2012;120720000000;Teltow-Fläming, Landkreis;18202.0;7.6;10.8;21.1;31.6;2.8;307.0;287.0;19.0;1.0;148.0;32485.0;9.6;1.0;46.0;41.5
2013;120720000000;Teltow-Fläming, Landkreis;18383.0;7.6;9.8;22.2;32.9;3.3;253.0;242.0;10.0;1.0;103.0;28903.0;9.7;1.1;45.9;41.5
2014;120720000000;Teltow-Fläming, Landkreis;18565.0;7.3;8.2;23.3;36.3;4.0;298.0;286.0;9.0;3.0;193.0;48263.0;9.8;1.1;45.9;41.3
2015;120720000000;Teltow-Fläming, Landkreis;18988.0;6.7;6.9;23.8;39.4;4.8;295.0;288.0;5.0;2.0;197.0;36120.0;9.8;1.1;45.9;41.3
2010;120730000000;Uckermark, Landkreis;15306.0;16.6;10.0;20.7;42.7;1.6;294.0;289.0;4.0;1.0;141.0;50379.0;6.3;0.5;62.8;24.5
2011;120730000000;Uckermark, Landkreis;15905.0;16.7;9.4;22.1;42.6;1.8;282.0;276.0;6.0;0.0;30.0;19163.0;6.3;0.5;62.7;24.5
2012;120730000000;Uckermark, Landkreis;15950.0;16.4;8.2;23.8;45.8;1.8;246.0;240.0;4.0;2.0;82.0;15091.0;6.4;0.6;62.7;24.4
2013;120730000000;Uckermark, Landkreis;16382.0;15.2;7.9;25.2;45.9;2.2;237.0;226.0;8.0;3.0;53.0;43256.0;6.5;0.7;62.7;24.5
2014;120730000000;Uckermark, Landkreis;16605.0;15.4;7.1;26.6;51.0;2.5;214.0;211.0;3.0;0.0;143.0;17227.0;6.5;0.7;62.7;24.4
2015;120730000000;Uckermark, Landkreis;17097.0;14.7;6.1;28.5;52.3;3.0;157.0;156.0;1.0;-1.0000000000000009;225.0;223120.0;6.5;0.7;62.6;24.5
2010;130000000000;Mecklenburg-Vorpommern;16011.0;12.7;10.9;17.1;25.7;2.5;3372.0;3135.0;146.0;91.0;1377.0;600979.0;8.0;1.3;62.7;21.7
