AGS_BUND;BUNDESLAND;AGS;GEMEINDE;BEV_INGESAMT;BEV_MAENNLICH;BEV_WEIBLICH;;;;;;
7;Rheinland-Pfalz;7340048;Schweix;348;174;174;;;;;;
7;Rheinland-Pfalz;7340049;Spirkelbach;691;330;361;;;;;;
7;Rheinland-Pfalz;7340050;Steinalben;430;214;216;;;;;;
7;Rheinland-Pfalz;7340051;Thaleischweiler-Fröschen; 3 432; 1 624; 1 808;;;;;;
7;Rheinland-Pfalz;7340052;Trulben; 1 301;628;673;;;;;;
7;Rheinland-Pfalz;7340053;Vinningen; 1 693;836;857;;;;;;
7;Rheinland-Pfalz;7340054;Waldfischbach-Burgalben; 4 888; 2 381; 2 507;;;;;;
7;Rheinland-Pfalz;7340055;Weselberg; 1 345;679;666;;;;;;
7;Rheinland-Pfalz;7340057;Wilgartswiesen; 1 015;512;503;;;;;;
7;Rheinland-Pfalz;7340201;Althornbach;750;370;380;;;;;;
7;Rheinland-Pfalz;7340202;Battweiler;719;370;349;;;;;;
7;Rheinland-Pfalz;7340203;Bechhofen; 2 180; 1 054; 1 126;;;;;;
7;Rheinland-Pfalz;7340204;Biedershausen;218;114;104;;;;;;
7;Rheinland-Pfalz;7340205;Bottenbach;736;371;365;;;;;;
7;Rheinland-Pfalz;7340206;Contwig; 4 846; 2 392; 2 454;;;;;;
7;Rheinland-Pfalz;7340207;Dellfeld; 1 385;702;683;;;;;;
7;Rheinland-Pfalz;7340208;Dietrichingen;364;176;188;;;;;;
7;Rheinland-Pfalz;7340209;Großbundenbach;363;189;174;;;;;;
7;Rheinland-Pfalz;7340210;Großsteinhausen;613;304;309;;;;;;
7;Rheinland-Pfalz;7340211;Hornbach, Stadt; 1 491;737;754;;;;;;
7;Rheinland-Pfalz;7340212;Käshofen;681;342;339;;;;;;
7;Rheinland-Pfalz;7340213;Kleinbundenbach;424;211;213;;;;;;
7;Rheinland-Pfalz;7340214;Kleinsteinhausen;775;377;398;;;;;;
7;Rheinland-Pfalz;7340215;Knopp-Labach;427;217;210;;;;;;
7;Rheinland-Pfalz;7340216;Krähenberg;148;74;74;;;;;;
7;Rheinland-Pfalz;7340217;Maßweiler; 1 052;526;526;;;;;;
7;Rheinland-Pfalz;7340218;Mauschbach;304;148;156;;;;;;
7;Rheinland-Pfalz;7340219;Obernheim-Kirchenarnbach; 1 762;901;861;;;;;;
7;Rheinland-Pfalz;7340220;Reifenberg;820;411;409;;;;;;
7;Rheinland-Pfalz;7340221;Riedelberg;479;230;249;;;;;;
7;Rheinland-Pfalz;7340222;Rieschweiler-Mühlbach; 2 160; 1 093; 1 067;;;;;;
7;Rheinland-Pfalz;7340223;Rosenkopf;380;187;193;;;;;;
7;Rheinland-Pfalz;7340224;Schmitshausen;410;206;204;;;;;;
7;Rheinland-Pfalz;7340225;Wallhalben;853;435;418;;;;;;
7;Rheinland-Pfalz;7340226;Walshausen;328;160;168;;;;;;
7;Rheinland-Pfalz;7340227;Wiesbach;547;275;272;;;;;;
7;Rheinland-Pfalz;7340228;Winterbach (Pfalz);511;253;258;;;;;;
7;Rheinland-Pfalz;7340501;Bruchweiler-Bärenbach; 1 576;784;792;;;;;;
7;Rheinland-Pfalz;7340502;Bundenthal; 1 128;559;569;;;;;;
8;Baden-Württemberg;8111000;Stuttgart, Landeshauptstadt; 591 015; 290 245; 300 770;;;;;;
8;Baden-Württemberg;8115001;Aidlingen; 8 773; 4 302; 4 471;;;;;;
8;Baden-Württemberg;8115002;Altdorf; 4 524; 2 245; 2 279;;;;;;
8;Baden-Württemberg;8115003;Böblingen, Stadt; 45 167; 21 910; 23 257;;;;;;
8;Baden-Württemberg;8115004;Bondorf; 5 721; 2 848; 2 873;;;;;;
8;Baden-Württemberg;8115010;Deckenpfronn; 3 216; 1 567; 1 649;;;;;;
8;Baden-Württemberg;8115013;Ehningen; 7 805; 3 871; 3 934;;;;;;
8;Baden-Württemberg;8115015;Gärtringen; 11 577; 5 639; 5 938;;;;;;
8;Baden-Württemberg;8115016;Gäufelden; 9 053; 4 501; 4 552;;;;;;
8;Baden-Württemberg;8115021;Herrenberg, Stadt; 29 935; 14 579; 15 356;;;;;;
8;Baden-Württemberg;8115022;Hildrizhausen; 3 530; 1 770; 1 760;;;;;;
8;Baden-Württemberg;8115024;Holzgerlingen, Stadt; 12 180; 5 951; 6 229;;;;;;
8;Baden-Württemberg;8115028;Leonberg, Stadt; 44 749; 21 989; 22 760;;;;;;
8;Baden-Württemberg;8115029;Magstadt; 8 896; 4 484; 4 412;;;;;;
8;Baden-Württemberg;8115034;Mötzingen; 3 605; 1 765; 1 840;;;;;;
8;Baden-Württemberg;8115037;Nufringen; 5 396; 2 705; 2 691;;;;;;
8;Baden-Württemberg;8115041;Renningen, Stadt; 16 758; 8 251; 8 507;;;;;;
8;Baden-Württemberg;8115042;Rutesheim, Stadt; 9 822; 4 804; 5 018;;;;;;
8;Baden-Württemberg;8115044;Schönaich; 9 700; 4 817; 4 883;;;;;;
8;Baden-Württemberg;8115045;Sindelfingen, Stadt; 60 452; 29 771; 30 681;;;;;;
8;Baden-Württemberg;8115046;Steinenbronn; 5 995; 2 992; 3 003;;;;;;
8;Baden-Württemberg;8115048;Waldenbuch, Stadt; 8 426; 4 145; 4 281;;;;;;
8;Baden-Württemberg;8115050;Weil der Stadt, Stadt; 18 260; 8 991; 9 269;;;;;;
8;Baden-Württemberg;8115051;Weil im Schönbuch; 9 688; 4 757; 4 931;;;;;;
8;Baden-Württemberg;8115052;Weissach; 7 387; 3 651; 3 736;;;;;;
8;Baden-Württemberg;8115053;Jettingen; 7 450; 3 662; 3 788;;;;;;
8;Baden-Württemberg;8115054;Grafenau; 6 393; 3 195; 3 198;;;;;;
8;Baden-Württemberg;8116004;Altbach; 5 827; 2 883; 2 944;;;;;;
8;Baden-Württemberg;8116005;Altdorf; 1 475;749;726;;;;;;
8;Baden-Württemberg;8116006;Altenriet; 1 904;952;952;;;;;;
8;Baden-Württemberg;8116007;Baltmannsweiler; 5 608; 2 726; 2 882;;;;;;
8;Baden-Württemberg;8116008;Bempflingen; 3 372; 1 673; 1 699;;;;;;
8;Baden-Württemberg;8116011;Beuren; 3 376; 1 641; 1 735;;;;;;
8;Baden-Württemberg;8116012;Bissingen an der Teck; 3 379; 1 704; 1 675;;;;;;
8;Baden-Württemberg;8116014;Deizisau; 6 512; 3 325; 3 187;;;;;;
8;Baden-Württemberg;8116015;Denkendorf; 10 276; 5 069; 5 207;;;;;;
8;Baden-Württemberg;8116016;Dettingen unter Teck; 5 775; 2 880; 2 895;;;;;;
8;Baden-Württemberg;8116018;Erkenbrechtsweiler; 2 048; 1 006; 1 042;;;;;;
8;Baden-Württemberg;8116019;Esslingen am Neckar, Stadt; 87 519; 42 659; 44 860;;;;;;
8;Baden-Württemberg;8116020;Frickenhausen; 8 608; 4 253; 4 355;;;;;;
8;Baden-Württemberg;8116022;Großbettlingen; 4 188; 2 010; 2 178;;;;;;
8;Baden-Württemberg;8116027;Hochdorf; 4 599; 2 278; 2 321;;;;;;
8;Baden-Württemberg;8116029;Holzmaden; 2 115; 1 042; 1 073;;;;;;
8;Baden-Württemberg;8116033;Kirchheim unter Teck, Stadt; 39 048; 18 917; 20 131;;;;;;
8;Baden-Württemberg;8116035;Köngen; 9 453; 4 610; 4 843;;;;;;
8;Baden-Württemberg;8116036;Kohlberg; 2 271; 1 124; 1 147;;;;;;
8;Baden-Württemberg;8116037;Lichtenwald; 2 452; 1 215; 1 237;;;;;;
8;Baden-Württemberg;8116041;Neckartailfingen; 3 708; 1 849; 1 859;;;;;;
8;Baden-Württemberg;8116042;Neckartenzlingen; 6 314; 3 141; 3 173;;;;;;
8;Baden-Württemberg;8116043;Neidlingen; 1 790;882;908;;;;;;
8;Baden-Württemberg;8116046;Neuffen, Stadt; 6 070; 3 026; 3 044;;;;;;
8;Baden-Württemberg;8116047;Neuhausen auf den Fildern; 11 259; 5 497; 5 762;;;;;;
8;Baden-Württemberg;8116048;Notzingen; 3 627; 1 840; 1 787;;;;;;
8;Baden-Württemberg;8116049;Nürtingen, Stadt; 39 295; 19 314; 19 981;;;;;;
8;Baden-Württemberg;8116050;Oberboihingen; 5 333; 2 615; 2 718;;;;;;
8;Baden-Württemberg;8116053;Ohmden; 1 712;871;841;;;;;;
8;Baden-Württemberg;8116054;Owen, Stadt; 3 421; 1 720; 1 701;;;;;;
8;Baden-Württemberg;8116056;Plochingen, Stadt; 13 495; 6 603; 6 892;;;;;;
8;Baden-Württemberg;8116058;Reichenbach an der Fils; 7 980; 3 899; 4 081;;;;;;
8;Baden-Württemberg;8116063;Schlaitdorf; 1 820;896;924;;;;;;
8;Baden-Württemberg;8116068;Unterensingen; 4 557; 2 282; 2 275;;;;;;
8;Baden-Württemberg;8116070;Weilheim an der Teck, Stadt; 9 520; 4 701; 4 819;;;;;;
8;Baden-Württemberg;8116071;Wendlingen am Neckar, Stadt; 15 571; 7 541; 8 030;;;;;;
8;Baden-Württemberg;8116072;Wernau (Neckar), Stadt; 11 858; 5 827; 6 031;;;;;;
8;Baden-Württemberg;8116073;Wolfschlugen; 6 191; 3 011; 3 180;;;;;;
8;Baden-Württemberg;8116076;Aichwald; 7 434; 3 590; 3 844;;;;;;
8;Baden-Württemberg;8116077;Filderstadt, Stadt; 44 064; 21 624; 22 440;;;;;;
8;Baden-Württemberg;8116078;Leinfelden-Echterdingen, Stadt; 36 508; 17 762; 18 746;;;;;;
8;Baden-Württemberg;8116079;Lenningen; 7 991; 4 014; 3 977;;;;;;
8;Baden-Württemberg;8116080;Ostfildern, Stadt; 36 093; 17 592; 18 501;;;;;;
8;Baden-Württemberg;8116081;Aichtal, Stadt; 9 545; 4 733; 4 812;;;;;;
8;Baden-Württemberg;8117001;Adelberg; 1 958;976;982;;;;;;
8;Baden-Württemberg;8117002;Aichelberg; 1 246;641;605;;;;;;
8;Baden-Württemberg;8117003;Albershausen; 4 233; 2 099; 2 134;;;;;;
8;Baden-Württemberg;8117006;Bad Ditzenbach; 3 556; 1 741; 1 815;;;;;;
8;Baden-Württemberg;8117007;Bad Überkingen; 3 834; 1 886; 1 948;;;;;;
8;Baden-Württemberg;8117009;Birenbach; 1 893;935;958;;;;;;
8;Baden-Württemberg;8117010;Böhmenkirch; 5 486; 2 847; 2 639;;;;;;
8;Baden-Württemberg;8117011;Börtlingen; 1 713;853;860;;;;;;
8;Baden-Württemberg;8117012;Bad Boll; 5 023; 2 404; 2 619;;;;;;
8;Baden-Württemberg;8117014;Deggingen; 5 214; 2 566; 2 648;;;;;;
8;Baden-Württemberg;8117015;Donzdorf, Stadt; 10 718; 5 292; 5 426;;;;;;
8;Baden-Württemberg;8117016;Drackenstein;421;209;212;;;;;;
8;Baden-Württemberg;8117017;Dürnau; 2 062; 1 012; 1 050;;;;;;
8;Baden-Württemberg;8117018;Ebersbach an der Fils, Stadt; 14 874; 7 323; 7 551;;;;;;
8;Baden-Württemberg;8117019;Eislingen/Fils, Stadt; 19 686; 9 583; 10 103;;;;;;
8;Baden-Württemberg;8117020;Eschenbach; 2 182; 1 080; 1 102;;;;;;
8;Baden-Württemberg;8117023;Gammelshausen; 1 459;755;704;;;;;;
8;Baden-Württemberg;8117024;Geislingen an der Steige, Stadt; 26 133; 12 749; 13 384;;;;;;
8;Baden-Württemberg;8117025;Gingen an der Fils; 4 336; 2 108; 2 228;;;;;;
8;Baden-Württemberg;8117026;Göppingen, Stadt; 55 099; 26 841; 28 258;;;;;;
8;Baden-Württemberg;8117028;Gruibingen; 2 079; 1 059; 1 020;;;;;;
8;Baden-Württemberg;8117029;Hattenhofen; 2 919; 1 422; 1 497;;;;;;
8;Baden-Württemberg;8117030;Heiningen; 5 033; 2 458; 2 575;;;;;;
8;Baden-Württemberg;8117031;Hohenstadt;725;356;369;;;;;;
8;Baden-Württemberg;8117033;Kuchen; 5 452; 2 690; 2 762;;;;;;
8;Baden-Württemberg;8117035;Mühlhausen im Täle;977;486;491;;;;;;
8;Baden-Württemberg;8117037;Ottenbach; 2 389; 1 182; 1 207;;;;;;
8;Baden-Württemberg;8117038;Rechberghausen; 5 288; 2 562; 2 726;;;;;;
8;Baden-Württemberg;8117042;Salach; 7 680; 3 723; 3 957;;;;;;
8;Baden-Württemberg;8117043;Schlat; 1 663;818;845;;;;;;
8;Baden-Württemberg;8117044;Schlierbach; 3 752; 1 844; 1 908;;;;;;
8;Baden-Württemberg;8117049;Süßen, Stadt; 9 650; 4 776; 4 874;;;;;;
8;Baden-Württemberg;8117051;Uhingen, Stadt; 13 819; 6 843; 6 976;;;;;;
8;Baden-Württemberg;8117053;Wäschenbeuren; 3 896; 1 902; 1 994;;;;;;
8;Baden-Württemberg;8117055;Wangen; 3 098; 1 514; 1 584;;;;;;
8;Baden-Württemberg;8117058;Wiesensteig, Stadt; 2 031; 1 002; 1 029;;;;;;
8;Baden-Württemberg;8117060;Zell unter Aichelberg; 3 022; 1 507; 1 515;;;;;;
8;Baden-Württemberg;8117061;Lauterstein, Stadt; 2 595; 1 273; 1 322;;;;;;
8;Baden-Württemberg;8118001;Affalterbach; 4 462; 2 235; 2 227;;;;;;
8;Baden-Württemberg;8118003;Asperg, Stadt; 12 867; 6 304; 6 563;;;;;;
8;Baden-Württemberg;8118006;Benningen am Neckar; 5 893; 2 927; 2 966;;;;;;
8;Baden-Württemberg;8118007;Besigheim, Stadt; 11 793; 5 803; 5 990;;;;;;
8;Baden-Württemberg;8118010;Bönnigheim, Stadt; 7 137; 3 484; 3 653;;;;;;
8;Baden-Württemberg;8118011;Ditzingen, Stadt; 24 039; 11 753; 12 286;;;;;;
8;Baden-Württemberg;8118012;Eberdingen; 6 518; 3 251; 3 267;;;;;;
8;Baden-Württemberg;8118014;Erdmannhausen; 4 740; 2 369; 2 371;;;;;;
8;Baden-Württemberg;8118015;Erligheim; 2 670; 1 346; 1 324;;;;;;
8;Baden-Württemberg;8118016;Freudental; 2 363; 1 174; 1 189;;;;;;
8;Baden-Württemberg;8118018;Gemmrigheim; 3 850; 1 929; 1 921;;;;;;
8;Baden-Württemberg;8118019;Gerlingen, Stadt; 18 756; 9 120; 9 636;;;;;;
8;Baden-Württemberg;8118021;Großbottwar, Stadt; 8 065; 4 027; 4 038;;;;;;
8;Baden-Württemberg;8118027;Hemmingen; 7 351; 3 681; 3 670;;;;;;
8;Baden-Württemberg;8118028;Hessigheim; 2 286; 1 115; 1 171;;;;;;
8;Baden-Württemberg;8118040;Kirchheim am Neckar; 5 225; 2 588; 2 637;;;;;;
8;Baden-Württemberg;8118046;Kornwestheim, Stadt; 31 053; 15 167; 15 886;;;;;;
8;Baden-Württemberg;8118047;Löchgau; 5 482; 2 688; 2 794;;;;;;
8;Baden-Württemberg;8118048;Ludwigsburg, Stadt; 86 939; 42 131; 44 808;;;;;;
8;Baden-Württemberg;8118049;Marbach am Neckar, Stadt; 15 216; 7 458; 7 758;;;;;;
8;Baden-Württemberg;8118050;Markgröningen, Stadt; 14 181; 7 125; 7 056;;;;;;
8;Baden-Württemberg;8118051;Möglingen; 10 561; 5 225; 5 336;;;;;;
8;Baden-Württemberg;8118053;Mundelsheim; 3 227; 1 646; 1 581;;;;;;
8;Baden-Württemberg;8118054;Murr; 6 185; 3 051; 3 134;;;;;;
8;Baden-Württemberg;8118059;Oberriexingen, Stadt; 3 235; 1 629; 1 606;;;;;;
8;Baden-Württemberg;8118060;Oberstenfeld; 7 862; 3 873; 3 989;;;;;;
8;Baden-Württemberg;8118063;Pleidelsheim; 6 255; 3 086; 3 169;;;;;;
8;Baden-Württemberg;8118067;Schwieberdingen; 11 137; 5 580; 5 557;;;;;;
8;Baden-Württemberg;8118068;Sersheim; 5 285; 2 594; 2 691;;;;;;
8;Baden-Württemberg;8118070;Steinheim an der Murr, Stadt; 11 939; 5 852; 6 087;;;;;;
8;Baden-Württemberg;8118071;Tamm; 12 248; 6 105; 6 143;;;;;;
8;Baden-Württemberg;8118073;Vaihingen an der Enz, Stadt; 27 971; 13 802; 14 169;;;;;;
8;Baden-Württemberg;8118074;Walheim; 3 044; 1 509; 1 535;;;;;;
8;Baden-Württemberg;8118076;Sachsenheim, Stadt; 17 339; 8 547; 8 792;;;;;;
8;Baden-Württemberg;8118077;Ingersheim; 6 063; 2 933; 3 130;;;;;;
8;Baden-Württemberg;8118078;Freiberg am Neckar, Stadt; 15 480; 7 507; 7 973;;;;;;
8;Baden-Württemberg;8118079;Bietigheim-Bissingen, Stadt; 41 739; 20 236; 21 503;;;;;;
8;Baden-Württemberg;8118080;Korntal-Münchingen, Stadt; 18 240; 8 967; 9 273;;;;;;
8;Baden-Württemberg;8118081;Remseck am Neckar, Stadt; 23 390; 11 534; 11 856;;;;;;
8;Baden-Württemberg;8119001;Alfdorf; 7 051; 3 553; 3 498;;;;;;
8;Baden-Württemberg;8119003;Allmersbach im Tal; 4 618; 2 275; 2 343;;;;;;
8;Baden-Württemberg;8119004;Althütte; 4 082; 2 037; 2 045;;;;;;
8;Baden-Württemberg;8119006;Auenwald; 6 777; 3 366; 3 411;;;;;;
8;Baden-Württemberg;8119008;Backnang, Stadt; 34 276; 16 898; 17 378;;;;;;
8;Baden-Württemberg;8119018;Burgstetten; 3 469; 1 729; 1 740;;;;;;
8;Baden-Württemberg;8119020;Fellbach, Stadt; 43 640; 20 944; 22 696;;;;;;
8;Baden-Württemberg;8119024;Großerlach; 2 406; 1 268; 1 138;;;;;;
8;Baden-Württemberg;8119037;Kaisersbach; 2 515; 1 273; 1 242;;;;;;
8;Baden-Württemberg;8119038;Kirchberg an der Murr; 3 601; 1 796; 1 805;;;;;;
8;Baden-Württemberg;8119041;Korb; 9 936; 4 831; 5 105;;;;;;
8;Baden-Württemberg;8119042;Leutenbach; 10 667; 5 230; 5 437;;;;;;
8;Baden-Württemberg;8119044;Murrhardt, Stadt; 13 534; 6 593; 6 941;;;;;;
8;Baden-Württemberg;8119053;Oppenweiler; 3 994; 2 005; 1 989;;;;;;
8;Baden-Württemberg;8119055;Plüderhausen; 9 268; 4 538; 4 730;;;;;;
8;Baden-Württemberg;8119061;Rudersberg; 11 012; 5 479; 5 533;;;;;;
8;Baden-Württemberg;8119067;Schorndorf, Stadt; 38 351; 18 602; 19 749;;;;;;
8;Baden-Württemberg;8119068;Schwaikheim; 9 308; 4 553; 4 755;;;;;;
8;Baden-Württemberg;8119069;Spiegelberg; 2 075; 1 064; 1 011;;;;;;
8;Baden-Württemberg;8119075;Sulzbach an der Murr; 5 111; 2 488; 2 623;;;;;;
8;Baden-Württemberg;8119076;Urbach; 8 688; 4 316; 4 372;;;;;;
8;Baden-Württemberg;8119079;Waiblingen, Stadt; 51 798; 25 087; 26 711;;;;;;
8;Baden-Württemberg;8119083;Weissach im Tal; 6 972; 3 448; 3 524;;;;;;
8;Baden-Württemberg;8119084;Welzheim, Stadt; 11 042; 5 399; 5 643;;;;;;
8;Baden-Württemberg;8119085;Winnenden, Stadt; 27 219; 13 356; 13 863;;;;;;
8;Baden-Württemberg;8119086;Winterbach; 7 620; 3 673; 3 947;;;;;;
8;Baden-Württemberg;8119087;Aspach; 8 015; 3 986; 4 029;;;;;;
8;Baden-Württemberg;8119089;Berglen; 5 921; 2 943; 2 978;;;;;;
8;Baden-Württemberg;8119090;Remshalden; 13 455; 6 647; 6 808;;;;;;
8;Baden-Württemberg;8119091;Weinstadt, Stadt; 25 947; 12 594; 13 353;;;;;;
8;Baden-Württemberg;8119093;Kernen im Remstal; 14 782; 7 285; 7 497;;;;;;
8;Baden-Württemberg;8121000;Heilbronn, Stadt; 116 716; 57 431; 59 285;;;;;;
8;Baden-Württemberg;8125001;Abstatt; 4 475; 2 218; 2 257;;;;;;
8;Baden-Württemberg;8125005;Bad Friedrichshall, Stadt; 18 181; 9 013; 9 168;;;;;;
8;Baden-Württemberg;8125006;Bad Rappenau, Stadt; 20 012; 9 748; 10 264;;;;;;
8;Baden-Württemberg;8125007;Bad Wimpfen, Stadt; 6 743; 3 336; 3 407;;;;;;
8;Baden-Württemberg;8125008;Beilstein, Stadt; 6 081; 2 991; 3 090;;;;;;
8;Baden-Württemberg;8125013;Brackenheim, Stadt; 14 976; 7 390; 7 586;;;;;;
8;Baden-Württemberg;8125017;Cleebronn; 2 697; 1 366; 1 331;;;;;;
8;Baden-Württemberg;8125021;Eberstadt; 3 128; 1 514; 1 614;;;;;;
8;Baden-Württemberg;8125024;Ellhofen; 3 327; 1 655; 1 672;;;;;;
8;Baden-Württemberg;8125026;Eppingen, Stadt; 20 795; 10 252; 10 543;;;;;;
8;Baden-Württemberg;8125027;Erlenbach; 4 902; 2 437; 2 465;;;;;;
8;Baden-Württemberg;8125030;Flein; 6 502; 3 099; 3 403;;;;;;
8;Baden-Württemberg;8125034;Gemmingen; 4 895; 2 451; 2 444;;;;;;
8;Baden-Württemberg;8125038;Güglingen, Stadt; 5 940; 2 993; 2 947;;;;;;
8;Baden-Württemberg;8125039;Gundelsheim, Stadt; 7 120; 3 522; 3 598;;;;;;
8;Baden-Württemberg;8125046;Ilsfeld; 8 663; 4 306; 4 357;;;;;;
8;Baden-Württemberg;8125047;Ittlingen; 2 405; 1 220; 1 185;;;;;;
8;Baden-Württemberg;8125048;Jagsthausen; 1 577;786;791;;;;;;
8;Baden-Württemberg;8125049;Kirchardt; 5 407; 2 717; 2 690;;;;;;
8;Baden-Württemberg;8125056;Lauffen am Neckar, Stadt; 10 795; 5 240; 5 555;;;;;;
8;Baden-Württemberg;8125057;Lehrensteinsfeld; 2 218; 1 121; 1 097;;;;;;
8;Baden-Württemberg;8125058;Leingarten; 10 842; 5 327; 5 515;;;;;;
8;Baden-Württemberg;8125059;Löwenstein, Stadt; 3 125; 1 545; 1 580;;;;;;
8;Baden-Württemberg;8125061;Massenbachhausen; 3 399; 1 696; 1 703;;;;;;
8;Baden-Württemberg;8125063;Möckmühl, Stadt; 7 790; 3 897; 3 893;;;;;;
8;Baden-Württemberg;8125065;Neckarsulm, Stadt; 25 533; 12 524; 13 009;;;;;;
8;Baden-Württemberg;8125066;Neckarwestheim; 3 471; 1 738; 1 733;;;;;;
8;Baden-Württemberg;8125068;Neudenau, Stadt; 5 050; 2 510; 2 540;;;;;;
8;Baden-Württemberg;8125069;Neuenstadt am Kocher, Stadt; 9 542; 4 774; 4 768;;;;;;
8;Baden-Württemberg;8125074;Nordheim; 7 613; 3 761; 3 852;;;;;;
8;Baden-Württemberg;8125078;Oedheim; 5 932; 2 931; 3 001;;;;;;
8;Baden-Württemberg;8125079;Offenau; 2 636; 1 289; 1 347;;;;;;
8;Baden-Württemberg;8125081;Pfaffenhofen; 2 271; 1 126; 1 145;;;;;;
8;Baden-Württemberg;8125084;Roigheim; 1 425;736;689;;;;;;
8;Baden-Württemberg;8125086;Schwaigern, Stadt; 10 794; 5 347; 5 447;;;;;;
8;Baden-Württemberg;8125087;Siegelsbach; 1 620;821;799;;;;;;
8;Baden-Württemberg;8125094;Talheim; 4 803; 2 401; 2 402;;;;;;
8;Baden-Württemberg;8125096;Untereisesheim; 4 078; 2 017; 2 061;;;;;;
8;Baden-Württemberg;8125098;Untergruppenbach; 7 877; 3 883; 3 994;;;;;;
8;Baden-Württemberg;8125102;Weinsberg, Stadt; 11 302; 5 563; 5 739;;;;;;
8;Baden-Württemberg;8125103;Widdern, Stadt; 1 854;944;910;;;;;;
8;Baden-Württemberg;8125107;Wüstenrot; 6 528; 3 133; 3 395;;;;;;
8;Baden-Württemberg;8125108;Zaberfeld; 3 895; 1 900; 1 995;;;;;;
8;Baden-Württemberg;8125110;Obersulm; 13 359; 6 665; 6 694;;;;;;
8;Baden-Württemberg;8125111;Hardthausen am Kocher; 3 936; 2 024; 1 912;;;;;;
8;Baden-Württemberg;8125113;Langenbrettach; 3 654; 1 849; 1 805;;;;;;
8;Baden-Württemberg;8126011;Bretzfeld; 11 998; 5 975; 6 023;;;;;;
8;Baden-Württemberg;8126020;Dörzbach; 2 417; 1 195; 1 222;;;;;;
8;Baden-Württemberg;8126028;Forchtenberg, Stadt; 4 882; 2 439; 2 443;;;;;;
8;Baden-Württemberg;8126039;Ingelfingen, Stadt; 5 635; 2 757; 2 878;;;;;;
8;Baden-Württemberg;8126045;Krautheim, Stadt; 4 578; 2 366; 2 212;;;;;;
8;Baden-Württemberg;8126046;Künzelsau, Stadt; 14 530; 7 214; 7 316;;;;;;
8;Baden-Württemberg;8126047;Kupferzell; 5 730; 2 872; 2 858;;;;;;
8;Baden-Württemberg;8126056;Mulfingen; 3 738; 1 940; 1 798;;;;;;
8;Baden-Württemberg;8126058;Neuenstein, Stadt; 6 206; 3 159; 3 047;;;;;;
8;Baden-Württemberg;8126060;Niedernhall, Stadt; 3 878; 1 937; 1 941;;;;;;
8;Baden-Württemberg;8126066;Öhringen, Stadt; 22 476; 11 040; 11 436;;;;;;
8;Baden-Württemberg;8126069;Pfedelbach; 8 911; 4 399; 4 512;;;;;;
8;Baden-Württemberg;8126072;Schöntal; 5 632; 2 864; 2 768;;;;;;
8;Baden-Württemberg;8126085;Waldenburg, Stadt; 2 891; 1 438; 1 453;;;;;;
8;Baden-Württemberg;8126086;Weißbach; 2 065; 1 050; 1 015;;;;;;
8;Baden-Württemberg;8126094;Zweiflingen; 1 633;816;817;;;;;;
8;Baden-Württemberg;8127008;Blaufelden; 5 137; 2 638; 2 499;;;;;;
8;Baden-Württemberg;8127009;Braunsbach; 2 441; 1 219; 1 222;;;;;;
8;Baden-Württemberg;8127012;Bühlertann; 3 030; 1 500; 1 530;;;;;;
8;Baden-Württemberg;8127013;Bühlerzell; 2 050; 1 057;993;;;;;;
8;Baden-Württemberg;8127014;Crailsheim, Stadt; 32 342; 15 987; 16 355;;;;;;
8;Baden-Württemberg;8127023;Fichtenberg; 2 851; 1 418; 1 433;;;;;;
8;Baden-Württemberg;8127025;Gaildorf, Stadt; 11 943; 5 841; 6 102;;;;;;
8;Baden-Württemberg;8127032;Gerabronn, Stadt; 4 232; 2 140; 2 092;;;;;;
8;Baden-Württemberg;8127043;Ilshofen, Stadt; 6 239; 3 152; 3 087;;;;;;
8;Baden-Württemberg;8127046;Kirchberg an der Jagst, Stadt; 4 113; 2 138; 1 975;;;;;;
8;Baden-Württemberg;8127047;Langenburg, Stadt; 1 739;883;856;;;;;;
8;Baden-Württemberg;8127052;Mainhardt; 5 745; 2 823; 2 922;;;;;;
8;Baden-Württemberg;8127056;Michelbach an der Bilz; 3 373; 1 673; 1 700;;;;;;
8;Baden-Württemberg;8127059;Michelfeld; 3 669; 1 852; 1 817;;;;;;
8;Baden-Württemberg;8127062;Oberrot; 3 622; 1 787; 1 835;;;;;;
8;Baden-Württemberg;8127063;Obersontheim; 4 712; 2 364; 2 348;;;;;;
8;Baden-Württemberg;8127071;Rot am See; 5 223; 2 651; 2 572;;;;;;
8;Baden-Württemberg;8127073;Satteldorf; 5 182; 2 637; 2 545;;;;;;
8;Baden-Württemberg;8127075;Schrozberg, Stadt; 5 740; 2 940; 2 800;;;;;;
8;Baden-Württemberg;8127076;Schwäbisch Hall, Stadt; 36 846; 17 632; 19 214;;;;;;
8;Baden-Württemberg;8127079;Sulzbach-Laufen; 2 537; 1 296; 1 241;;;;;;
8;Baden-Württemberg;8127086;Untermünkheim; 2 961; 1 501; 1 460;;;;;;
8;Baden-Württemberg;8127089;Vellberg, Stadt; 4 205; 2 069; 2 136;;;;;;
8;Baden-Württemberg;8127091;Wallhausen; 3 574; 1 797; 1 777;;;;;;
8;Baden-Württemberg;8127099;Wolpertshausen; 2 041; 1 042;999;;;;;;
8;Baden-Württemberg;8127100;Rosengarten; 5 020; 2 450; 2 570;;;;;;
8;Baden-Württemberg;8127101;Kreßberg; 3 736; 1 884; 1 852;;;;;;
